SubjectID,SubjectName,TrainCount,DevCount,TestCount,TotalCount,PresentInSplits
gnd:4186826-2,Unangepasstheit,0,0,1,1,1
gnd:1247235025,Unbegleiteter minderjähriger Flüchtling,1,0,0,1,1
gnd:4231286-3,Unbehaustheit,1,0,0,1,1
gnd:7673977-6,Unbemanntes Unterwasserfahrzeug,1,0,0,1,1
gnd:4061670-8,Unbestimmter Rechtsbegriff,1,0,0,1,1
gnd:4197325-2,Unbewegliches Vermögen,1,0,0,1,1
gnd:4186842-0,Unechtes Unterlassungsdelikt,0,0,1,1,1
gnd:4583082-4,Unedles Metall,1,0,0,1,1
gnd:4434344-9,Unendlichdimensionale Lie-Algebra,1,0,0,1,1
gnd:4433823-5,Unendlichdimensionale Mannigfaltigkeit,1,0,0,1,1
gnd:4310009-0,Unendlichdimensionale Topologie,0,1,0,1,1
gnd:4758108-6,Unendliches Intervall,1,0,0,1,1
gnd:4528827-6,Unendliches Spiel,1,0,0,1,1
gnd:4375284-6,Unendliches System,0,1,0,1,1
gnd:4226351-7,Unentgeltliche Verfügung,1,0,0,1,1
gnd:4276068-9,Unerwünschtes Kind,1,0,0,1,1
gnd:4563416-6,Unfall (Motiv),1,0,0,1,1
gnd:4239852-6,Unfalltod,0,0,1,1,1
gnd:4061707-5,Unfallversicherung,1,0,0,1,1
gnd:4730138-7,Unfolded Proteins,1,0,0,1,1
gnd:4186858-4,Unfreier,1,0,0,1,1
gnd:4267173-5,Unfreiwillige Arbeitslosigkeit,0,0,1,1,1
gnd:4463856-5,Unfreundlichkeit,0,1,0,1,1
gnd:7543525-1,Ungarische Revolution (1848-1849),1,0,0,1,1
gnd:4375072-2,Ungarischer Flüchtling,1,0,0,1,1
gnd:4368652-7,Ungarnbild,0,0,1,1,1
gnd:4061724-5,Ungehorsam,0,1,0,1,1
gnd:4384966-0,Ungerichteter Graph,0,1,0,1,1
gnd:4718788-8,Ungesättigtes Polyesterharz,1,0,0,1,1
gnd:4186882-1,Unglaube,1,0,0,1,1
gnd:4121816-4,Ungleichgewicht,1,0,0,1,1
gnd:4061738-5,Ungleichgewichtstheorie,1,0,0,1,1
gnd:4221365-4,Ungleichheit (Motiv),1,0,0,1,1
gnd:4218081-8,Ungleichzeitigkeit,0,0,1,1,1
gnd:4186888-2,Unglück,1,0,0,1,1
gnd:4061751-8,Uniform,1,0,0,1,1
gnd:4402225-6,Uniforme Generierung,0,0,1,1,1
gnd:4402274-8,Uniforme Struktur,1,0,0,1,1
gnd:4268242-3,Uniformität,1,0,0,1,1
gnd:4788281-5,Unigraphics NX2,0,1,0,1,1
gnd:4818626-0,Unigraphics NX3,1,0,0,1,1
gnd:7588848-8,Unigraphics NX5,0,1,0,1,1
gnd:4306756-6,Unihockey,0,0,1,1,1
gnd:4186897-3,Unimodulare Gruppe,1,0,0,1,1
gnd:4426069-6,Unimodulares Gitter,0,1,0,1,1
gnd:4550898-7,Unionisten,0,0,1,1,1
gnd:4186901-1,Unionsbestrebungen,0,1,0,1,1
gnd:4284121-5,Unionsrepublik,0,1,0,1,1
gnd:4314058-0,Unipotente Gruppe,1,0,0,1,1
gnd:4261524-0,Unitäre Gruppe,1,0,0,1,1
gnd:4627368-2,Unitäre Symmetrie,1,0,0,1,1
gnd:4448039-8,Univariate Wahrscheinlichkeitsverteilung,1,0,0,1,1
gnd:4186916-3,Universalienstreit,0,0,1,1,1
gnd:4186919-9,Universalitätsprinzip,1,0,0,1,1
gnd:4138002-2,Universismus,1,0,0,1,1
gnd:4776119-2,Universitätsgeschichte (Fach),1,0,0,1,1
gnd:4426195-0,Unlösbarkeit,1,0,0,1,1
gnd:4219896-3,Unmittelbare Wirkung,1,0,0,1,1
gnd:4229528-2,Unmittelbarkeit,0,0,1,1,1
gnd:4186942-4,Unmöglichkeit,0,1,0,1,1
gnd:4611725-8,Unrestringiertes Optimierungsproblem,0,1,0,1,1
gnd:4186949-7,Unrichtigkeit,0,1,0,1,1
gnd:4186953-9,Unschärferelation,0,1,0,1,1
gnd:1187260541,Unserdeutsch,1,0,0,1,1
gnd:1036711838,Unsichtbares Theater,0,1,0,1,1
gnd:123553376X,Unspezifische Peroxygenasen,1,0,0,1,1
gnd:4331864-2,Unsterblichkeit (Motiv),1,0,0,1,1
gnd:4061886-9,Unterbeteiligung,0,1,0,1,1
gnd:7600549-5,Unterbrechung (Motiv),0,0,1,1,1
gnd:4222597-8,Unterbrechungsfreie Stromversorgung,1,0,0,1,1
gnd:4061889-4,Unterbringungsrecht,1,0,0,1,1
gnd:4186970-9,Untere Schranke,1,0,0,1,1
gnd:4132303-8,Unterer Buntsandstein,0,1,0,1,1
gnd:4186975-8,Unterforderung,1,0,0,1,1
gnd:4354742-4,Untergrund (Politik),1,0,0,1,1
gnd:4584289-9,Untergrundbahnnetz,1,0,0,1,1
gnd:4186985-0,Untergrundpresse,1,0,0,1,1
gnd:4186992-8,Unterhaltssicherung,0,0,1,1,1
gnd:4128431-8,Unterhaltungstheater,1,0,0,1,1
gnd:4301993-6,Unterirdisches Versorgungsnetz,1,0,0,1,1
gnd:4187010-4,Unterkreide,1,0,0,1,1
gnd:4401793-5,Unterkruste,1,0,0,1,1
gnd:4187012-8,Unterkühlung,0,1,0,1,1
gnd:4187016-5,Unterlassungsklage,1,0,0,1,1
gnd:4187017-7,Unterlassungsurteil,0,0,1,1,1
gnd:4193209-2,Unterlegenheit,1,0,0,1,1
gnd:4187041-4,Unternehmensgeschichte (Fach),0,0,1,1,1
gnd:7505733-5,Unternehmenskommunikation,1,0,0,1,1
gnd:4127053-8,Unternehmensliquidation,0,0,1,1,1
gnd:7504334-8,Unternehmensorganisation,1,0,0,1,1
gnd:4461692-2,Unternehmensschutz,0,1,0,1,1
gnd:4128505-0,Unternehmenssicherung,1,0,0,1,1
gnd:4061987-4,Unternehmensvertrag,1,0,0,1,1
gnd:4137365-0,Unternehmensveräußerungsvertrag,1,0,0,1,1
gnd:4078624-9,Unternehmerverband,1,0,0,1,1
gnd:4062001-3,Unterpulverschweißen,0,1,0,1,1
gnd:4611727-1,Unterraumsuche,1,0,0,1,1
gnd:4187071-2,Unterrichtsbesuch,1,0,0,1,1
gnd:4187077-3,Unterrichtsfilm,1,0,0,1,1
gnd:4133442-5,Unterrichtshospitation,1,0,0,1,1
gnd:4187079-7,Unterrichtsimpuls,0,0,1,1,1
gnd:4133443-7,Unterrichtsmitschau,1,0,0,1,1
gnd:4187085-2,Unterrichtssituation,1,0,0,1,1
gnd:4187086-4,Unterrichtsstil,1,0,0,1,1
gnd:4187087-6,Unterrichtsstunde,0,0,1,1,1
gnd:4127866-5,Unterrichtsvertretung,1,0,0,1,1
gnd:4187093-1,Unterrichtszeit,1,0,0,1,1
gnd:4261554-9,Untersaat,1,0,0,1,1
gnd:4135418-7,Unterschallströmung,1,0,0,1,1
gnd:4341080-7,Unterschema,1,0,0,1,1
gnd:4062023-2,Unterschenkelgeschwür,0,0,1,1,1
gnd:4127056-3,Unterseeboot Typ XXI,1,0,0,1,1
gnd:4314308-8,Unterseeboot Typ XXIII,1,0,0,1,1
gnd:7566104-4,Unterspülung,1,0,0,1,1
gnd:4187103-0,Unterstützungskasse,1,0,0,1,1
gnd:4663139-2,Unterstützungsverein,0,0,1,1,1
gnd:4187104-2,Untersuchung (Medizin),1,0,0,1,1
gnd:4062033-5,Untersuchungsgrundsatz,0,1,0,1,1
gnd:4254198-0,Untertrias,0,1,0,1,1
gnd:4405198-0,Unterwanderung,1,0,0,1,1
gnd:4471406-3,Unterwasserforschung,0,1,0,1,1
gnd:4427376-9,Unterwasserrohrleitung,1,0,0,1,1
gnd:4253013-1,Unterwerfungserklärung,0,0,1,1,1
gnd:4256518-2,Unverletzlichkeit,1,0,0,1,1
gnd:4128333-8,Unvollkommener Kreditmarkt,0,1,0,1,1
gnd:4121834-6,Unvollständige Konkurrenz,1,0,0,1,1
gnd:4127057-5,Unwirksamkeit,1,0,0,1,1
gnd:4187136-4,Unwuchtausgleich,1,0,0,1,1
gnd:4416769-6,Unwürdigkeit,1,0,0,1,1
gnd:4197580-7,Unzucht,1,0,0,1,1
gnd:1280958278,Upcycling,1,0,0,1,1
gnd:1216449937,Upload-Filter,1,0,0,1,1
gnd:4202370-1,Uploading,1,0,0,1,1
gnd:7638698-3,Upselling,1,0,0,1,1
gnd:4187201-0,Uran-235,1,0,0,1,1
gnd:4385217-8,Uran-Blei-Methode,1,0,0,1,1
gnd:7708055-5,Uranbelastung,1,0,0,1,1
gnd:4187159-5,Uranbergwerk,1,0,0,1,1
gnd:4187163-7,Urandioxid,1,0,0,1,1
gnd:4187165-0,Uranlagerstätte,1,0,0,1,1
gnd:4187183-2,Uranproduktion,0,1,0,1,1
gnd:4187186-8,Uranverbindungen,0,1,0,1,1
gnd:4187188-1,Uranverbrauch,0,1,0,1,1
gnd:4187192-3,Uranweltmarkt,0,1,0,1,1
gnd:4062117-0,Urdu,0,0,1,1,1
gnd:4231554-2,Urease,0,1,0,1,1
gnd:4507815-4,Urethroplastik,0,0,1,1,1
gnd:4134488-1,Urheberpersönlichkeitsrecht,1,0,0,1,1
gnd:4187213-7,Urheberrechtsreform,1,0,0,1,1
gnd:4528108-7,Urlauber (Motiv),0,1,0,1,1
gnd:4187236-8,Urlaubssport,0,1,0,1,1
gnd:4262660-2,Urmeter,0,1,0,1,1
gnd:7699431-4,Urnenkirche,0,1,0,1,1
gnd:4121831-0,Urodynamik,1,0,0,1,1
gnd:4132474-2,Urogenitalsystem,0,1,0,1,1
gnd:4199201-5,Urologische Onkologie,0,1,0,1,1
gnd:4274520-2,Urothel,1,0,0,1,1
gnd:4187261-7,Ursolsäure,0,0,1,1,1
gnd:4187265-4,Urszene,1,0,0,1,1
gnd:4321862-3,Urteilsformel,1,0,0,1,1
gnd:4133269-6,Usbekisch,1,0,0,1,1
gnd:4346471-3,User group,1,0,0,1,1
gnd:4187284-8,Usurpation,1,0,0,1,1
gnd:4187288-5,Uterusprolaps,1,0,0,1,1
gnd:4124375-4,V 2,1,0,0,1,1
gnd:4064090-5,V-Waffe,1,0,0,1,1
gnd:4843821-2,VCO,1,0,0,1,1
gnd:4707820-0,VCSEL-Laser,1,0,0,1,1
gnd:4135608-1,VDM,1,0,0,1,1
gnd:4730081-4,VHDL-AMS,1,0,0,1,1
gnd:4494173-0,VHDSL,1,0,0,1,1
gnd:4339440-1,VHS-System,1,0,0,1,1
gnd:4259076-0,VM,0,0,1,1,1
gnd:7627687-9,VMware ESX Server 3.5,0,0,1,1,1
gnd:4845417-5,VMware GSX Server,1,0,0,1,1
gnd:7541616-5,VMware Server,0,1,0,1,1
gnd:4411327-4,VRML,1,0,0,1,1
gnd:4523073-0,VW Beetle,1,0,0,1,1
gnd:4224794-9,Vadoses Wasser,0,0,1,1,1
gnd:4078718-7,Vagina,1,0,0,1,1
gnd:4187312-9,Vaginales Arzneimittel,0,1,0,1,1
gnd:4187315-4,Vagus,1,0,0,1,1
gnd:4128436-7,Vajrayāna,1,0,0,1,1
gnd:4139252-8,Vakuum-UV-Spektroskopie,1,0,0,1,1
gnd:4331440-5,Vakuumbeschichten,1,0,0,1,1
gnd:4235887-5,Vakuumröhre,1,0,0,1,1
gnd:4218838-6,Vakuumschalter,1,0,0,1,1
gnd:4187347-6,Valenz (Chemie),1,0,0,1,1
gnd:1314347462,Valleytronik,0,0,1,1,1
gnd:4375283-4,Van-der-Pol-Oszillator,1,0,0,1,1
gnd:4187371-3,Vanadate,1,0,0,1,1
gnd:4187392-0,Vanadiumpentoxid,1,0,0,1,1
gnd:4601315-5,Vanillinherstellung,0,1,0,1,1
gnd:4324124-4,Vanitas,1,0,0,1,1
gnd:4187410-9,Varaktor,1,0,0,1,1
gnd:4325475-5,Varietät (Mathematik),0,0,1,1,1
gnd:4222199-7,Varizellen-Virus,1,0,0,1,1
gnd:4319404-7,Vascular endothelial Growth Factor,0,0,1,1,1
gnd:4187429-8,Vaskularisation,0,0,1,1,1
gnd:4125620-7,Vaskulitis,1,0,0,1,1
gnd:7548160-1,Vasovist,1,0,0,1,1
gnd:4517952-9,Vassiliev-Invariante,1,0,0,1,1
gnd:4787360-7,Vaterschaft (Motiv),1,0,0,1,1
gnd:4187443-2,Vaterschaftsfeststellung,0,0,1,1,1
gnd:4187453-5,Vaudeville,1,0,0,1,1
gnd:4779220-6,Vechta (Motiv),1,0,0,1,1
gnd:4192305-4,Vegetarier,0,0,1,1,1
gnd:4204563-0,Vegetationsperiode,0,1,0,1,1
gnd:4755359-5,Vegetationsprofil,1,0,0,1,1
gnd:4614601-5,Vegetationstechnik,0,1,0,1,1
gnd:4264867-1,Vektorgeometrie,0,1,0,1,1
gnd:4372280-5,Vektorgraphik,1,0,0,1,1
gnd:4279475-4,Vektorpotenzial,0,1,0,1,1
gnd:4187471-7,Vektorverband,1,0,0,1,1
gnd:7531433-2,"Velocity (Framework, Informatik)",0,1,0,1,1
gnd:4297666-2,Velomobil,1,0,0,1,1
gnd:4117328-4,Venedig (Motiv),1,0,0,1,1
gnd:4400611-1,Ventilfeder,1,0,0,1,1
gnd:4402817-9,Ventilsitz,1,0,0,1,1
gnd:4187497-3,Venturi-Wäscher,1,0,0,1,1
gnd:4187509-6,Verallgemeinerte Differentialgleichung,1,0,0,1,1
gnd:4187510-2,Verallgemeinerte Gradientenmethode,1,0,0,1,1
gnd:4726762-8,Verallgemeinerte Inversion,1,0,0,1,1
gnd:4262100-8,Verallgemeinerte konvexe Funktion,1,0,0,1,1
gnd:4187518-7,Verallgemeinertes Viereck,1,0,0,1,1
gnd:4187519-9,Verankerung,0,0,1,1,1
gnd:4062546-1,Veranlagung,1,0,0,1,1
gnd:4258774-8,Veranstalter,0,0,1,1,1
gnd:7523759-3,Veranstaltungshalle,1,0,0,1,1
gnd:4353123-4,Veranstaltungsraum,1,0,0,1,1
gnd:4062550-3,Verapamil,0,1,0,1,1
gnd:4516232-3,Veraschen,1,0,0,1,1
gnd:4130905-4,Verbale Äußerung,1,0,0,1,1
gnd:4359095-0,Verballhornung,1,0,0,1,1
gnd:4229991-3,Verbandsgemeinde,1,0,0,1,1
gnd:4187552-7,Verbandsstoff,1,0,0,1,1
gnd:4708761-4,Verbannter,0,0,1,1,1
gnd:1077675321,Verbindlichkeit,1,0,0,1,1
gnd:4279446-8,Verbindungsoffizier,0,0,1,1,1
gnd:4299456-1,Verbloser Satz,0,0,1,1,1
gnd:4274589-5,Verborgener Parameter,1,0,0,1,1
gnd:7594662-2,Verborgenheit,1,0,0,1,1
gnd:4187563-1,Verbotenes Buch,0,0,1,1,1
gnd:4187566-7,Verbraucherboykott,1,0,0,1,1
gnd:4270065-6,Verbraucherkreditrecht,1,0,0,1,1
gnd:1126059765,Verbraucherzahlungskonto,1,0,0,1,1
gnd:4187579-5,Verbrauchsgut,1,0,0,1,1
gnd:4130885-2,Verbreitungsrecht,0,1,0,1,1
gnd:4187587-4,Verbrennungsanalyse,1,0,0,1,1
gnd:4062658-1,Verbrennungskraftmaschine,1,0,0,1,1
gnd:4440431-1,Verbrennungswärme,1,0,0,1,1
gnd:4139015-5,Verbundgruppe,1,0,0,1,1
gnd:4467331-0,Verbündeter,1,0,0,1,1
gnd:4187606-4,Verdachtskündigung,1,0,0,1,1
gnd:4139316-8,Verdampfer,0,1,0,1,1
gnd:4187614-3,Verdampfungsgleichgewicht,1,0,0,1,1
gnd:4062676-3,Verdauung,1,0,0,1,1
gnd:1059837110,Verdeckter Kanal,1,0,0,1,1
gnd:4132232-0,Verdichtete Bebauung,0,0,1,1,1
gnd:1227470339,Verdichtetes Erdgas,1,0,0,1,1
gnd:4187628-3,Verdinglichung,0,1,0,1,1
gnd:4187637-4,Verdunstungskühlung,1,0,0,1,1
gnd:4187607-6,Verdächtigung,0,0,1,1,1
gnd:4332441-1,Verdünnte Legierung,0,1,0,1,1
gnd:4127078-2,Vereidigter Buchprüfer,1,0,0,1,1
gnd:4518119-6,Vereinsleben,1,0,0,1,1
gnd:4267795-6,Vereinzelung,1,0,0,1,1
gnd:4187665-9,Vereisung,1,0,0,1,1
gnd:4127080-0,Vererzung,1,0,0,1,1
gnd:4437248-6,Veretherung,1,0,0,1,1
gnd:4694118-6,Verfahrenseinleitung,0,0,1,1,1
gnd:4340525-3,Verfahrensgrundrecht,0,1,0,1,1
gnd:4814354-6,Verfahrensparameter,0,1,0,1,1
gnd:4187675-1,Verfassunggebende Versammlung,0,0,1,1,1
gnd:4256531-5,Verfassungsauftrag,0,0,1,1,1
gnd:4694117-4,Verfassungsautonomie,1,0,0,1,1
gnd:7504377-4,Verfassungsgeschichte,0,1,0,1,1
gnd:4122396-2,Verfassungskonforme Gesetzesauslegung,1,0,0,1,1
gnd:4187692-1,Verflüssigung,1,0,0,1,1
gnd:4403453-2,Verfolgungsjagd,1,0,0,1,1
gnd:1153147483,Verfolgungswahn (Motiv),1,0,0,1,1
gnd:4507235-8,Verformungsanisotropie,0,0,1,1,1
gnd:4199374-3,Verführer,0,1,0,1,1
gnd:4124390-0,Verführungstheorie,1,0,0,1,1
gnd:4335910-3,Verfüllung,1,0,0,1,1
gnd:4187703-2,Vergangenheit (Motiv),0,0,1,1,1
gnd:4204075-9,Vergilbungskrankheit,0,0,1,1,1
gnd:4323144-5,Vergleich (Rhetorik),1,0,0,1,1
gnd:4382284-8,Vergleichende Geschichtswissenschaft,1,0,0,1,1
gnd:4187720-2,Vergleichende Kulturpsychologie,0,0,1,1,1
gnd:4187742-1,Vergleichende Volkskunde,1,0,0,1,1
gnd:4078821-0,Vergleichsverfahren,0,1,0,1,1
gnd:4062851-6,Vergolden,1,0,0,1,1
gnd:4202709-3,Vergoldung,1,0,0,1,1
gnd:4207457-5,Vergrusung,1,0,0,1,1
gnd:4285864-1,Vergänglichkeit,1,0,0,1,1
gnd:4313280-7,Vergärung,0,0,1,1,1
gnd:1058621181,Verhalten (Motiv),1,0,0,1,1
gnd:4187754-8,Verhaltensanalyse,0,0,1,1,1
gnd:4187760-3,Verhaltensdetermination,1,0,0,1,1
gnd:4187761-5,Verhaltensdiagnostik,0,0,1,1,1
gnd:7619850-9,Verhaltensforscherin,1,0,0,1,1
gnd:4187768-8,Verhaltensregulation,1,0,0,1,1
gnd:4127574-3,Verhandlungsprotokoll,0,0,1,1,1
gnd:1030495238,Verheimlichung (Motiv),0,1,0,1,1
gnd:4062877-2,Verheißung,1,0,0,1,1
gnd:4285984-0,Verholzung,0,0,1,1,1
gnd:4187780-9,Verhungern,1,0,0,1,1
gnd:4127979-7,Verismus,1,0,0,1,1
gnd:4187782-2,Verjüngung (Forstwirtschaft),1,0,0,1,1
gnd:4434655-4,Verkaufsgebietseinteilung,1,0,0,1,1
gnd:4127086-1,Verkaufsschulung,1,0,0,1,1
gnd:4195017-3,Verkaufswettbewerb,1,0,0,1,1
gnd:4121850-4,Verkehr (Motiv),1,0,0,1,1
gnd:4122398-6,Verkehrsanlage,1,0,0,1,1
gnd:4062909-0,Verkehrsbedienung,0,1,0,1,1
gnd:4117347-8,Verkehrsberuhigung,1,0,0,1,1
gnd:4131741-5,Verkehrsbetriebslehre,0,0,1,1,1
gnd:4062919-3,Verkehrsdelikt,1,0,0,1,1
gnd:4062926-0,Verkehrserziehung,1,0,0,1,1
gnd:4187810-3,Verkehrsforschung,0,0,1,1,1
gnd:4062943-0,Verkehrsleistung,0,1,0,1,1
gnd:4127090-3,Verkehrsmarktordnung,1,0,0,1,1
gnd:4062946-6,Verkehrsmedizin,1,0,0,1,1
gnd:4187827-9,Verkehrsrecht,0,0,1,1,1
gnd:4204658-0,Verkehrsstatistik,1,0,0,1,1
gnd:4062971-5,Verkehrsteuer,1,0,0,1,1
gnd:4394455-3,Verkehrsvermeidung,1,0,0,1,1
gnd:1313064076,Verkehrswende,1,0,0,1,1
gnd:4062990-9,Verkehrswert,1,0,0,1,1
gnd:4062994-6,Verkehrszeichen,1,0,0,1,1
gnd:4344325-4,Verkettung (Informatik),1,0,0,1,1
gnd:4187854-1,Verkleidung,0,1,0,1,1
gnd:4132776-7,Verklemmung (Informatik),1,0,0,1,1
gnd:4415755-1,Verkohlung,1,0,0,1,1
gnd:4229023-5,Verkrustung,1,0,0,1,1
gnd:4602514-5,Verkupferung,0,1,0,1,1
gnd:4127091-5,Verlader,0,1,0,1,1
gnd:7532257-2,Verlagsgebäude,1,0,0,1,1
gnd:4063022-5,Verlagsrecht,0,0,1,1,1
gnd:4874230-2,Verlaufsmuster,0,0,1,1,1
gnd:4405482-8,Verlebendigung,1,0,0,1,1
gnd:4187869-3,Verletzter,1,0,0,1,1
gnd:4346361-7,Verletzung (Motiv),0,1,0,1,1
gnd:1173115951,Verletzung des höchstpersönlichen Lebensbereichs durch Bildaufnahmen,1,0,0,1,1
gnd:4187874-7,Verleugnung,0,1,0,1,1
gnd:4187883-8,Verlustrechnung,0,0,1,1,1
gnd:4353906-3,Verlustverteilung,0,1,0,1,1
gnd:4394788-8,Verlängerung,1,0,0,1,1
gnd:7714525-2,Vermaschtes Netz,1,0,0,1,1
gnd:4137211-6,Vermehrung,1,0,0,1,1
gnd:1028357540,Vermessungsbüro,1,0,0,1,1
gnd:4514581-7,Vermessungsriss,1,0,0,1,1
gnd:4304245-4,Vermisster,0,0,1,1,1
gnd:4596316-2,Vermisster (Motiv),1,0,0,1,1
gnd:4063060-2,Vermittlung (Philosophie),1,0,0,1,1
gnd:4187896-6,Vermittlungseinrichtung,1,0,0,1,1
gnd:4117354-5,Vermutung,0,0,1,1,1
gnd:4124937-9,Vermögensaufstellung,1,0,0,1,1
gnd:4063074-2,Vermögensbildung,0,0,1,1,1
gnd:4296768-5,Vermögensbindung,1,0,0,1,1
gnd:4192419-8,Vermögensentwicklung,1,0,0,1,1
gnd:4187904-1,Vermögensgefährdung,1,0,0,1,1
gnd:4246865-6,Vermögenslosigkeit,1,0,0,1,1
gnd:4132567-9,Vermögensrecht,1,0,0,1,1
gnd:4187908-9,Vermögenssicherung,0,0,1,1,1
gnd:4187911-9,Vermögensverfügung,1,0,0,1,1
gnd:4187913-2,Vermögensvorteil,0,1,0,1,1
gnd:4210530-4,Vernehmlassungsverfahren,1,0,0,1,1
gnd:4132950-8,Vernichtungslager,1,0,0,1,1
gnd:4187922-3,Vernichtungsoperator,1,0,0,1,1
gnd:4506780-6,Vernünftigkeit,1,0,0,1,1
gnd:4063121-7,Verpackungsindustrie,0,1,0,1,1
gnd:4187930-2,Verpackungsmaterialmarkt,1,0,0,1,1
gnd:4388731-4,Verpackungswirtschaft,1,0,0,1,1
gnd:4278724-5,Verriegelungsnagelung,1,0,0,1,1
gnd:4187944-2,Vers,1,0,0,1,1
gnd:4317179-5,Versagung,0,1,0,1,1
gnd:4187952-1,Versalzung,0,1,0,1,1
gnd:4292530-7,Versammlungsleitung,1,0,0,1,1
gnd:4734180-4,Verschlackung,1,0,0,1,1
gnd:4208508-1,Verschleierte Sacheinlage,0,0,1,1,1
gnd:4337547-9,Verschmelzung,0,0,1,1,1
gnd:4187975-2,Verschraubung,0,0,1,1,1
gnd:4187978-8,Verschuldenshaftung,0,1,0,1,1
gnd:4187981-8,Verschulung,0,0,1,1,1
gnd:7527392-5,Verschwinden (Motiv),0,1,0,1,1
gnd:4187983-1,Verschwindungssatz,1,0,0,1,1
gnd:4218735-7,Verselbstständigte Verwaltungseinheit,0,1,0,1,1
gnd:4188006-7,Versicherungsfall,1,0,0,1,1
gnd:4063192-8,Versicherungsmakler,1,0,0,1,1
gnd:4063196-5,Versicherungsmedizin,1,0,0,1,1
gnd:4063198-9,Versicherungsprämie,1,0,0,1,1
gnd:4235273-3,Versicherungsstatistik,1,0,0,1,1
gnd:4117360-0,Versicherungswert,0,0,1,1,1
gnd:4188017-1,Versicherungswissenschaft,1,0,0,1,1
gnd:4133382-2,Versorgungsbetrieb,1,0,0,1,1
gnd:1184526427,Versorgungsplanung,1,0,0,1,1
gnd:4188027-4,Versorgungstechnik,1,0,0,1,1
gnd:4078852-0,Versprechen,1,0,0,1,1
gnd:4129671-0,Verstaatlichung,1,0,0,1,1
gnd:4188038-9,Versteck,0,1,0,1,1
gnd:4188043-2,Verstellpropeller,0,0,1,1,1
gnd:4204996-9,Verständigungsverfahren,0,0,1,1,1
gnd:4188035-3,Verstärkerröhre,1,0,0,1,1
gnd:4130203-5,Verstärkung,0,1,0,1,1
gnd:4215078-4,Verstümmelung (Motiv),1,0,0,1,1
gnd:4188053-5,Versuchung (Motiv),1,0,0,1,1
gnd:4263045-9,Versunkene Kosten,1,0,0,1,1
gnd:4222210-2,Versäulung,1,0,0,1,1
gnd:4192247-5,Vertauschbarer Operator,1,0,0,1,1
gnd:4117361-2,Verteidigungsfall,0,0,1,1,1
gnd:4263487-8,Verteilter Speicher,1,0,0,1,1
gnd:4202209-5,Verteilung (Volkswirtschaft),1,0,0,1,1
gnd:4331460-0,Verteilung modulo 1,0,1,0,1,1
gnd:4192219-0,Verteilungsfunktion,1,0,0,1,1
gnd:4188063-8,Verteilungskoeffizient,1,0,0,1,1
gnd:1279558911,Verteilungskonvergenz,0,1,0,1,1
gnd:4447590-1,Vertikale,0,1,0,1,1
gnd:4121871-1,Vertikale Bindung,1,0,0,1,1
gnd:4188071-7,Vertikale Konzentration,1,0,0,1,1
gnd:4479024-7,Vertikale Produktdifferenzierung,1,0,0,1,1
gnd:4411981-1,Vertikale Verteilung,1,0,0,1,1
gnd:4188083-3,Vertrag zugunsten Dritter,0,1,0,1,1
gnd:4063272-6,Vertragliche Aufklärungspflicht,1,0,0,1,1
gnd:4137567-1,Vertragsaufhebung,1,0,0,1,1
gnd:4063279-9,Vertragshändler,0,1,0,1,1
gnd:4248885-0,Vertragsstatut,0,1,0,1,1
gnd:4821469-3,Vertrauensarbeitszeit,0,0,1,1,1
gnd:4331643-8,Vertrauensgrundsatz,0,1,0,1,1
gnd:4188091-2,Vertrauenshaftung,0,1,0,1,1
gnd:4188094-8,Vertrauensschaden,1,0,0,1,1
gnd:4121868-1,Vertrauensvolle Zusammenarbeit,1,0,0,1,1
gnd:4322340-0,Vertretung,1,0,0,1,1
gnd:4188101-1,Vertretungsmacht,0,0,1,1,1
gnd:4188105-9,Vertriebenenpresse,1,0,0,1,1
gnd:4454956-8,Vertriebenenseelsorge,0,0,1,1,1
gnd:4063306-8,Vertriebenenverband,1,0,0,1,1
gnd:4214414-0,Vertriebsingenieur,1,0,0,1,1
gnd:4188106-0,Vertriebskosten,1,0,0,1,1
gnd:4127783-1,Verurteilung,1,0,0,1,1
gnd:4188110-2,Verwahrung,1,0,0,1,1
gnd:4131645-9,Verwalter,1,0,0,1,1
gnd:4125455-7,Verwaltungsaufgaben,1,0,0,1,1
gnd:4063327-5,Verwaltungsdienst,1,0,0,1,1
gnd:4218730-8,Verwaltungseinheit,1,0,0,1,1
gnd:4188125-4,Verwaltungsgericht,0,0,1,1,1
gnd:4300610-3,Verwaltungsgliederung,0,1,0,1,1
gnd:4130401-9,Verwaltungshilfe,1,0,0,1,1
gnd:4304785-3,Verwaltungsinformatik,1,0,0,1,1
gnd:4135117-4,Verwaltungskompetenz,0,0,1,1,1
gnd:4063347-0,Verwaltungskontrolle,0,0,1,1,1
gnd:4188140-0,Verwaltungsregion,1,0,0,1,1
gnd:4268067-0,Verwaltungssache,0,0,1,1,1
gnd:4188141-2,Verwaltungssoziologie,0,0,1,1,1
gnd:4131911-4,Verwaltungssprache,0,1,0,1,1
gnd:4211863-3,Verwaltungsstrafverfahren,0,0,1,1,1
gnd:4063363-9,Verwaltungsvollstreckung,1,0,0,1,1
gnd:4134213-6,Verwandtschaftsbezeichnung,0,0,1,1,1
gnd:4473171-1,Verwandtschaftsgruppe,1,0,0,1,1
gnd:4236753-0,Verwechslung,1,0,0,1,1
