LabelNorm,RawLabelExample,NumDistinctIDs,TotalCount,Entropy_bits,NormalizedEntropy,HHI,DominantID,DominantCount,DominantShare
subjektivismus,Subjektivismus,1,1,-0.0,0.0,1.0,gnd:4183908-0,1,1.0
subjektloser satz,Subjektloser Satz,1,1,-0.0,0.0,1.0,gnd:4183909-2,1,1.0
subkultur (motiv),Subkultur (Motiv),1,1,-0.0,0.0,1.0,gnd:7564318-2,1,1.0
sublimierung,Sublimierung,1,1,-0.0,0.0,1.0,gnd:4116654-1,1,1.0
submariner vulkanismus,Submariner Vulkanismus,1,1,-0.0,0.0,1.0,gnd:4292493-5,1,1.0
submodulare funktion,Submodulare Funktion,1,1,-0.0,0.0,1.0,gnd:4323153-6,1,1.0
subnormaler operator,Subnormaler Operator,1,1,-0.0,0.0,1.0,gnd:4289286-7,1,1.0
subpixel,Subpixel,1,1,-0.0,0.0,1.0,gnd:4338683-0,1,1.0
substandardsprache,Substandardsprache,1,1,-0.0,0.0,1.0,gnd:4183922-5,1,1.0
substantia alba,Substantia alba,1,1,-0.0,0.0,1.0,gnd:4697985-2,1,1.0
substitutionsreaktion,Substitutionsreaktion,1,1,-0.0,0.0,1.0,gnd:4183927-4,1,1.0
substrat (boden),Substrat (Boden),1,1,-0.0,0.0,1.0,gnd:4137315-7,1,1.0
substrate integrated waveguide,Substrate Integrated Waveguide,1,1,-0.0,0.0,1.0,gnd:1242294805,1,1.0
substratspezifität,Substratspezifität,1,1,-0.0,0.0,1.0,gnd:4334071-4,1,1.0
substruktur,Substruktur,1,1,-0.0,0.0,1.0,gnd:4252117-8,1,1.0
subsumtion,Subsumtion,1,1,-0.0,0.0,1.0,gnd:4183931-6,1,1.0
subtext,Subtext,1,1,-0.0,0.0,1.0,gnd:7586248-7,1,1.0
subtile energie,Subtile Energie,1,1,-0.0,0.0,1.0,gnd:4227944-6,1,1.0
subtropische pflanzen,Subtropische Pflanzen,1,1,-0.0,0.0,1.0,gnd:4526634-7,1,1.0
subtropischer regenwald,Subtropischer Regenwald,1,1,-0.0,0.0,1.0,gnd:4544601-5,1,1.0
subunternehmer,Subunternehmer,1,1,-0.0,0.0,1.0,gnd:4133672-0,1,1.0
suburbaner raum (motiv),Suburbaner Raum (Motiv),1,1,-0.0,0.0,1.0,gnd:7636662-5,1,1.0
subventionsabbau,Subventionsabbau,1,1,-0.0,0.0,1.0,gnd:4364728-5,1,1.0
suchbaum,Suchbaum,1,1,-0.0,0.0,1.0,gnd:4317574-0,1,1.0
suchtkranker,Suchtkranker,1,1,-0.0,0.0,1.0,gnd:4193606-1,1,1.0
sudetendeutsche,Sudetendeutsche,1,1,-0.0,0.0,1.0,gnd:4058386-7,1,1.0
sudoku,Sudoku,1,1,-0.0,0.0,1.0,gnd:4843708-6,1,1.0
sufi,Sufi,1,1,-0.0,0.0,1.0,gnd:4221439-7,1,1.0
sufi-bruderschaft,Sufi-Bruderschaft,1,1,-0.0,0.0,1.0,gnd:4149164-6,1,1.0
sufismus (motiv),Sufismus (Motiv),1,1,-0.0,0.0,1.0,gnd:4632559-1,1,1.0
suggestion,Suggestion,1,1,-0.0,0.0,1.0,gnd:4058525-6,1,1.0
suizid (motiv),Suizid (Motiv),1,1,-0.0,0.0,1.0,gnd:4180847-2,1,1.0
sulfatreduzierer,Sulfatreduzierer,1,1,-0.0,0.0,1.0,gnd:4195481-6,1,1.0
sulfiderz,Sulfiderz,1,1,-0.0,0.0,1.0,gnd:4184025-2,1,1.0
sulfidlagerstätte,Sulfidlagerstätte,1,1,-0.0,0.0,1.0,gnd:4058555-4,1,1.0
sulfosuccinate,Sulfosuccinate,1,1,-0.0,0.0,1.0,gnd:4649142-9,1,1.0
sulfoxidation,Sulfoxidation,1,1,-0.0,0.0,1.0,gnd:4815315-1,1,1.0
sulfurtransferasen,Sulfurtransferasen,1,1,-0.0,0.0,1.0,gnd:4650598-2,1,1.0
sultan,Sultan,1,1,-0.0,0.0,1.0,gnd:4209235-8,1,1.0
sumerer,Sumerer,1,1,-0.0,0.0,1.0,gnd:4058590-6,1,1.0
summenparameter,Summenparameter,1,1,-0.0,0.0,1.0,gnd:4349642-8,1,1.0
summenregel,Summenregel,1,1,-0.0,0.0,1.0,gnd:4212506-6,1,1.0
sumo,Sumo,1,1,-0.0,0.0,1.0,gnd:4184091-4,1,1.0
sumpfkäfer,Sumpfkäfer,1,1,-0.0,0.0,1.0,gnd:7660406-8,1,1.0
sumpfschwertlilie,Sumpfschwertlilie,1,1,-0.0,0.0,1.0,gnd:4184100-1,1,1.0
sunna,Sunna,1,1,-0.0,0.0,1.0,gnd:4222036-1,1,1.0
super-brownsche bewegung,Super-Brownsche Bewegung,1,1,-0.0,0.0,1.0,gnd:4808936-9,1,1.0
superantigen,Superantigen,1,1,-0.0,0.0,1.0,gnd:4312998-5,1,1.0
superauswahlregel,Superauswahlregel,1,1,-0.0,0.0,1.0,gnd:4678998-4,1,1.0
superheldin,Superheldin,1,1,-0.0,0.0,1.0,gnd:104122592X,1,1.0
supermembran,Supermembran,1,1,-0.0,0.0,1.0,gnd:4236202-7,1,1.0
superovulation,Superovulation,1,1,-0.0,0.0,1.0,gnd:4222037-3,1,1.0
superparamagnetismus,Superparamagnetismus,1,1,-0.0,0.0,1.0,gnd:4608043-0,1,1.0
superstrahlung,Superstrahlung,1,1,-0.0,0.0,1.0,gnd:4184124-4,1,1.0
superstrings,Superstrings,1,1,-0.0,0.0,1.0,gnd:4184125-6,1,1.0
supplik,Supplik,1,1,-0.0,0.0,1.0,gnd:4340883-7,1,1.0
supraleiter 2. art,Supraleiter 2. Art,1,1,-0.0,0.0,1.0,gnd:4184142-6,1,1.0
supraleiterkabel,Supraleiterkabel,1,1,-0.0,0.0,1.0,gnd:4184145-1,1,1.0
supraleitungs-bolometer,Supraleitungs-Bolometer,1,1,-0.0,0.0,1.0,gnd:4298739-8,1,1.0
surfactant (lunge),Surfactant (Lunge),1,1,-0.0,0.0,1.0,gnd:1076286933,1,1.0
surimi,Surimi,1,1,-0.0,0.0,1.0,gnd:4302012-4,1,1.0
suse linux 10.0,SuSE LINUX 10.0,1,1,-0.0,0.0,1.0,gnd:4948831-4,1,1.0
suse linux 8.x,SuSE LINUX 8.x,1,1,-0.0,0.0,1.0,gnd:4693591-5,1,1.0
suse linux 9.1,SuSE LINUX 9.1,1,1,-0.0,0.0,1.0,gnd:4787302-4,1,1.0
suse linux 9.3,SuSE LINUX 9.3,1,1,-0.0,0.0,1.0,gnd:4834858-2,1,1.0
suse linux 9.x,SuSE LINUX 9.x,1,1,-0.0,0.0,1.0,gnd:4776691-8,1,1.0
suse linux enterprise server 11,SUSE Linux Enterprise Server 11,1,1,-0.0,0.0,1.0,gnd:7737086-7,1,1.0
sushi,Sushi,1,1,-0.0,0.0,1.0,gnd:4134879-5,1,1.0
suspensionskultur,Suspensionskultur,1,1,-0.0,0.0,1.0,gnd:4272660-8,1,1.0
suspensionsströmung,Suspensionsströmung,1,1,-0.0,0.0,1.0,gnd:4121746-9,1,1.0
svg,SVG,1,1,-0.0,0.0,1.0,gnd:4658480-8,1,1.0
swahili,Swahili,1,1,-0.0,0.0,1.0,gnd:4078094-6,1,1.0
sweep-algorithmus,Sweep-Algorithmus,1,1,-0.0,0.0,1.0,gnd:4184179-7,1,1.0
switch (kommunikationstechnik),Switch (Kommunikationstechnik),1,1,-0.0,0.0,1.0,gnd:4652522-1,1,1.0
swāmī-nārāyaṇī,Swāmī-Nārāyaṇī,1,1,-0.0,0.0,1.0,gnd:4683663-9,1,1.0
sylow-gruppe,Sylow-Gruppe,1,1,-0.0,0.0,1.0,gnd:4241917-7,1,1.0
sylow-untergruppe,Sylow-Untergruppe,1,1,-0.0,0.0,1.0,gnd:4419964-8,1,1.0
symbian os,Symbian OS,1,1,-0.0,0.0,1.0,gnd:4784757-8,1,1.0
symbolfunktion,Symbolfunktion,1,1,-0.0,0.0,1.0,gnd:4184191-8,1,1.0
symbolische gewalt,Symbolische Gewalt,1,1,-0.0,0.0,1.0,gnd:7621884-3,1,1.0
symmetrische algebra,Symmetrische Algebra,1,1,-0.0,0.0,1.0,gnd:4373936-2,1,1.0
symmetrische gruppe,Symmetrische Gruppe,1,1,-0.0,0.0,1.0,gnd:4184204-2,1,1.0
symmetrische matrix,Symmetrische Matrix,1,1,-0.0,0.0,1.0,gnd:4314057-9,1,1.0
symmetrisches polynom,Symmetrisches Polynom,1,1,-0.0,0.0,1.0,gnd:4300595-0,1,1.0
sympathie,Sympathie,1,1,-0.0,0.0,1.0,gnd:4058729-0,1,1.0
sympathie (motiv),Sympathie (Motiv),1,1,-0.0,0.0,1.0,gnd:4209376-4,1,1.0
symplektische feldtheorie,Symplektische Feldtheorie,1,1,-0.0,0.0,1.0,gnd:1047910624,1,1.0
symplektische invariante,Symplektische Invariante,1,1,-0.0,0.0,1.0,gnd:4350963-0,1,1.0
symplektischer raum,Symplektischer Raum,1,1,-0.0,0.0,1.0,gnd:4441914-4,1,1.0
synchrone übertragung,Synchrone Übertragung,1,1,-0.0,0.0,1.0,gnd:7638167-5,1,1.0
synchronmotor,Synchronmotor,1,1,-0.0,0.0,1.0,gnd:4184232-7,1,1.0
syndikat,Syndikat,1,1,-0.0,0.0,1.0,gnd:4184237-6,1,1.0
syndikusanwalt,Syndikusanwalt,1,1,-0.0,0.0,1.0,gnd:4184238-8,1,1.0
syndiotaktische polymere,Syndiotaktische Polymere,1,1,-0.0,0.0,1.0,gnd:4309025-4,1,1.0
synkretismus,Synkretismus,1,1,-0.0,0.0,1.0,gnd:4058758-7,1,1.0
synoptische frage,Synoptische Frage,1,1,-0.0,0.0,1.0,gnd:4124278-6,1,1.0
synthasen,Synthasen,1,1,-0.0,0.0,1.0,gnd:4206693-1,1,1.0
synthesekautschuk,Synthesekautschuk,1,1,-0.0,0.0,1.0,gnd:4133407-3,1,1.0
synthesizermusik,Synthesizermusik,1,1,-0.0,0.0,1.0,gnd:4124280-4,1,1.0
synthetische geometrie,Synthetische Geometrie,1,1,-0.0,0.0,1.0,gnd:4508971-1,1,1.0
synthetische peptide,Synthetische Peptide,1,1,-0.0,0.0,1.0,gnd:4271831-4,1,1.0
synthetischer schmierstoff,Synthetischer Schmierstoff,1,1,-0.0,0.0,1.0,gnd:4346372-1,1,1.0
synökologie,Synökologie,1,1,-0.0,0.0,1.0,gnd:4184249-2,1,1.0
syphilis,Syphilis,1,1,-0.0,0.0,1.0,gnd:4058793-9,1,1.0
syrer,Syrer,1,1,-0.0,0.0,1.0,gnd:4106468-9,1,1.0
syrerin,Syrerin,1,1,-0.0,0.0,1.0,gnd:113189538X,1,1.0
syrisch,Syrisch,1,1,-0.0,0.0,1.0,gnd:4120349-5,1,1.0
syrisch-arabisch,Syrisch-Arabisch,1,1,-0.0,0.0,1.0,gnd:4120350-1,1,1.0
syrische kirchen,Syrische Kirchen,1,1,-0.0,0.0,1.0,gnd:4184264-9,1,1.0
syrische schrift,Syrische Schrift,1,1,-0.0,0.0,1.0,gnd:1034038176,1,1.0
system center 2012,System Center 2012,1,1,-0.0,0.0,1.0,gnd:1027562957,1,1.0
system center configuration manager 2007,System Center Configuration Manager 2007,1,1,-0.0,0.0,1.0,gnd:7634926-3,1,1.0
system of national accounts,System of National Accounts,1,1,-0.0,0.0,1.0,gnd:4281842-4,1,1.0
systematische aufstellung,Systematische Aufstellung,1,1,-0.0,0.0,1.0,gnd:4184270-4,1,1.0
systemhaus,Systemhaus,1,1,-0.0,0.0,1.0,gnd:4213505-9,1,1.0
systemkritik (motiv),Systemkritik (Motiv),1,1,-0.0,0.0,1.0,gnd:1265522790,1,1.0
systemstart,Systemstart,1,1,-0.0,0.0,1.0,gnd:4584423-9,1,1.0
systemtheoretische pädagogik,Systemtheoretische Pädagogik,1,1,-0.0,0.0,1.0,gnd:7606649-6,1,1.0
systemveränderung,Systemveränderung,1,1,-0.0,0.0,1.0,gnd:4232783-0,1,1.0
systemzusammenbruch,Systemzusammenbruch,1,1,-0.0,0.0,1.0,gnd:4408599-0,1,1.0
systolischer algorithmus,Systolischer Algorithmus,1,1,-0.0,0.0,1.0,gnd:4224444-4,1,1.0
sächsischer städtebund,Sächsischer Städtebund,1,1,-0.0,0.0,1.0,gnd:4116308-4,1,1.0
säkularfeier,Säkularfeier,1,1,-0.0,0.0,1.0,gnd:4744444-7,1,1.0
sänger,Sänger,1,1,-0.0,0.0,1.0,gnd:4124099-6,1,1.0
säuerling,Säuerling,1,1,-0.0,0.0,1.0,gnd:4178895-3,1,1.0
säuglingsnahrung,Säuglingsnahrung,1,1,-0.0,0.0,1.0,gnd:4178899-0,1,1.0
säuglingsschwimmen,Säuglingsschwimmen,1,1,-0.0,0.0,1.0,gnd:4178900-3,1,1.0
säuglingssterblichkeit,Säuglingssterblichkeit,1,1,-0.0,0.0,1.0,gnd:4178901-5,1,1.0
säule,Säule,1,1,-0.0,0.0,1.0,gnd:4178902-7,1,1.0
säulenordnung,Säulenordnung,1,1,-0.0,0.0,1.0,gnd:4130741-0,1,1.0
säumnis,Säumnis,1,1,-0.0,0.0,1.0,gnd:4194292-9,1,1.0
säure,Säure,1,1,-0.0,0.0,1.0,gnd:4051266-6,1,1.0
säure-base-gleichgewicht,Säure-Base-Gleichgewicht,1,1,-0.0,0.0,1.0,gnd:4051270-8,1,1.0
säurepolieren,Säurepolieren,1,1,-0.0,0.0,1.0,gnd:4565052-4,1,1.0
söldnerführer,Söldnerführer,1,1,-0.0,0.0,1.0,gnd:4164943-6,1,1.0
süd-süd-beziehungen,Süd-Süd-Beziehungen,1,1,-0.0,0.0,1.0,gnd:4135328-6,1,1.0
südafrikaner,Südafrikaner,1,1,-0.0,0.0,1.0,gnd:4351808-4,1,1.0
südamerikanische unabhängigkeitskriege (1810-1824),Südamerikanische Unabhängigkeitskriege (1810-1824),1,1,-0.0,0.0,1.0,gnd:4201124-3,1,1.0
süddeutschland (motiv),Süddeutschland (Motiv),1,1,-0.0,0.0,1.0,gnd:4121744-5,1,1.0
südeuropäischer einwanderer,Südeuropäischer Einwanderer,1,1,-0.0,0.0,1.0,gnd:4419029-3,1,1.0
süditalienfrage,Süditalienfrage,1,1,-0.0,0.0,1.0,gnd:4455729-2,1,1.0
südosteuropaforschung,Südosteuropaforschung,1,1,-0.0,0.0,1.0,gnd:4507887-7,1,1.0
südtirolfrage,Südtirolfrage,1,1,-0.0,0.0,1.0,gnd:4192997-4,1,1.0
sühne (motiv),Sühne (Motiv),1,1,-0.0,0.0,1.0,gnd:4183972-9,1,1.0
sünde (motiv),Sünde (Motiv),1,1,-0.0,0.0,1.0,gnd:4183975-4,1,1.0
sündenfall (motiv),Sündenfall (Motiv),1,1,-0.0,0.0,1.0,gnd:4183980-8,1,1.0
sündenvergebung,Sündenvergebung,1,1,-0.0,0.0,1.0,gnd:4058491-4,1,1.0
süßigkeit,Süßigkeit,1,1,-0.0,0.0,1.0,gnd:4233416-0,1,1.0
süßkirschenanbau,Süßkirschenanbau,1,1,-0.0,0.0,1.0,gnd:4227989-6,1,1.0
süßwasserfische,Süßwasserfische,1,1,-0.0,0.0,1.0,gnd:4058509-8,1,1.0
t-dns,t-DNS,1,1,-0.0,0.0,1.0,gnd:4329557-5,1,1.0
t-konorm,T-Konorm,1,1,-0.0,0.0,1.0,gnd:4781704-5,1,1.0
t-shirt,T-Shirt,1,1,-0.0,0.0,1.0,gnd:4302761-1,1,1.0
tabakblasenfuß,Tabakblasenfuß,1,1,-0.0,0.0,1.0,gnd:4493425-7,1,1.0
tabakmosaikvirus,Tabakmosaikvirus,1,1,-0.0,0.0,1.0,gnd:4184299-6,1,1.0
tabaksteuer,Tabaksteuer,1,1,-0.0,0.0,1.0,gnd:4138862-8,1,1.0
tableau desktop,Tableau Desktop,1,1,-0.0,0.0,1.0,gnd:1149546824,1,1.0
tablette,Tablette,1,1,-0.0,0.0,1.0,gnd:4184308-3,1,1.0
tablettierung,Tablettierung,1,1,-0.0,0.0,1.0,gnd:4184312-5,1,1.0
tafelalgebra,Tafelalgebra,1,1,-0.0,0.0,1.0,gnd:4681988-5,1,1.0
tafelbild,Tafelbild,1,1,-0.0,0.0,1.0,gnd:4127447-7,1,1.0
tag der deutschen einheit,Tag der deutschen Einheit,1,1,-0.0,0.0,1.0,gnd:4282976-8,1,1.0
tag von potsdam,Tag von Potsdam,1,1,-0.0,0.0,1.0,gnd:4408073-6,1,1.0
tagesheimschule,Tagesheimschule,1,1,-0.0,0.0,1.0,gnd:4184350-2,1,1.0
tageslichtprojektor,Tageslichtprojektor,1,1,-0.0,0.0,1.0,gnd:4078130-6,1,1.0
tagtraum,Tagtraum,1,1,-0.0,0.0,1.0,gnd:4058915-8,1,1.0
taguchi-methode,Taguchi-Methode,1,1,-0.0,0.0,1.0,gnd:4245617-4,1,1.0
tahiti (motiv),Tahiti (Motiv),1,1,-0.0,0.0,1.0,gnd:4229577-4,1,1.0
takagi-sugeno-regler,Takagi-Sugeno-Regler,1,1,-0.0,0.0,1.0,gnd:114024356X,1,1.0
takelage,Takelage,1,1,-0.0,0.0,1.0,gnd:4124285-3,1,1.0
takt,Takt,1,1,-0.0,0.0,1.0,gnd:4579513-7,1,1.0
taktfahrplan,Taktfahrplan,1,1,-0.0,0.0,1.0,gnd:4471477-4,1,1.0
taktfertigung,Taktfertigung,1,1,-0.0,0.0,1.0,gnd:4212484-0,1,1.0
taktfrequenz,Taktfrequenz,1,1,-0.0,0.0,1.0,gnd:4278969-2,1,1.0
taktgefühl,Taktgefühl,1,1,-0.0,0.0,1.0,gnd:4184369-1,1,1.0
taktgenerator,Taktgenerator,1,1,-0.0,0.0,1.0,gnd:4322573-1,1,1.0
taktzeit,Taktzeit,1,1,-0.0,0.0,1.0,gnd:4212485-2,1,1.0
talentförderung,Talentförderung,1,1,-0.0,0.0,1.0,gnd:4184379-4,1,1.0
tandem-fahrrad,Tandem-Fahrrad,1,1,-0.0,0.0,1.0,gnd:4339501-6,1,1.0
tanguten,Tanguten,1,1,-0.0,0.0,1.0,gnd:4247210-6,1,1.0
tangutisch,Tangutisch,1,1,-0.0,0.0,1.0,gnd:4252170-1,1,1.0
tankschiff,Tankschiff,1,1,-0.0,0.0,1.0,gnd:4184401-4,1,1.0
tannaka-kategorie,Tannaka-Kategorie,1,1,-0.0,0.0,1.0,gnd:4225770-0,1,1.0
tanne,Tanne,1,1,-0.0,0.0,1.0,gnd:4184405-1,1,1.0
tantal,Tantal,1,1,-0.0,0.0,1.0,gnd:4059023-9,1,1.0
tantalkomplexe,Tantalkomplexe,1,1,-0.0,0.0,1.0,gnd:4223120-6,1,1.0
tantaloxide,Tantaloxide,1,1,-0.0,0.0,1.0,gnd:4184433-6,1,1.0
tante,Tante,1,1,-0.0,0.0,1.0,gnd:4367336-3,1,1.0
tanz (motiv),Tanz (Motiv),1,1,-0.0,0.0,1.0,gnd:4184440-3,1,1.0
tanzfilm,Tanzfilm,1,1,-0.0,0.0,1.0,gnd:4373948-9,1,1.0
tanzlied,Tanzlied,1,1,-0.0,0.0,1.0,gnd:4184444-0,1,1.0
tanzschrift,Tanzschrift,1,1,-0.0,0.0,1.0,gnd:4184446-4,1,1.0
tanzspiel,Tanzspiel,1,1,-0.0,0.0,1.0,gnd:4059037-9,1,1.0
tanzsport,Tanzsport,1,1,-0.0,0.0,1.0,gnd:4184448-8,1,1.0
tapelegen,Tapelegen,1,1,-0.0,0.0,1.0,gnd:7631522-8,1,1.0
tapetenindustrie,Tapetenindustrie,1,1,-0.0,0.0,1.0,gnd:7782010-1,1,1.0
tapeverband,Tapeverband,1,1,-0.0,0.0,1.0,gnd:4199399-8,1,1.0
tapezieren,Tapezieren,1,1,-0.0,0.0,1.0,gnd:4136601-3,1,1.0
target,Target,1,1,-0.0,0.0,1.0,gnd:4184459-2,1,1.0
tarif,Tarif,1,1,-0.0,0.0,1.0,gnd:4059065-3,1,1.0
tariffähigkeit,Tariffähigkeit,1,1,-0.0,0.0,1.0,gnd:4117167-6,1,1.0
tarifkalkulation,Tarifkalkulation,1,1,-0.0,0.0,1.0,gnd:4510052-4,1,1.0
tarifkonkurrenz,Tarifkonkurrenz,1,1,-0.0,0.0,1.0,gnd:4184465-8,1,1.0
tariflohn,Tariflohn,1,1,-0.0,0.0,1.0,gnd:4184467-1,1,1.0
tarifpluralität,Tarifpluralität,1,1,-0.0,0.0,1.0,gnd:7656630-4,1,1.0
tarifvertragspartei,Tarifvertragspartei,1,1,-0.0,0.0,1.0,gnd:4184474-9,1,1.0
tarnkappe,Tarnkappe,1,1,-0.0,0.0,1.0,gnd:4184475-0,1,1.0
tarnung,Tarnung,1,1,-0.0,0.0,1.0,gnd:4184477-4,1,1.0
tarskis undefinierbarkeitssatz,Tarskis Undefinierbarkeitssatz,1,1,-0.0,0.0,1.0,gnd:1165695189,1,1.0
taschengeld,Taschengeld,1,1,-0.0,0.0,1.0,gnd:4059092-6,1,1.0
task,Task,1,1,-0.0,0.0,1.0,gnd:4135913-6,1,1.0
task-force,Task-Force,1,1,-0.0,0.0,1.0,gnd:4818144-4,1,1.0
tastsinn (motiv),Tastsinn (Motiv),1,1,-0.0,0.0,1.0,gnd:7743129-7,1,1.0
tatsachenbehauptung,Tatsachenbehauptung,1,1,-0.0,0.0,1.0,gnd:4416979-6,1,1.0
taubblindheit,Taubblindheit,1,1,-0.0,0.0,1.0,gnd:4117175-5,1,1.0
tauber-operator,Tauber-Operator,1,1,-0.0,0.0,1.0,gnd:7689810-6,1,1.0
tauber-sätze (zahlentheorie),Tauber-Sätze (Zahlentheorie),1,1,-0.0,0.0,1.0,gnd:4369582-6,1,1.0
tauchbeschichten,Tauchbeschichten,1,1,-0.0,0.0,1.0,gnd:4351333-5,1,1.0
tauchen,Tauchen,1,1,-0.0,0.0,1.0,gnd:4059137-2,1,1.0
tauchgerät,Tauchgerät,1,1,-0.0,0.0,1.0,gnd:4251459-9,1,1.0
tauchpumpe,Tauchpumpe,1,1,-0.0,0.0,1.0,gnd:4184521-3,1,1.0
tauchunfall,Tauchunfall,1,1,-0.0,0.0,1.0,gnd:4206659-1,1,1.0
taufliturgie,Taufliturgie,1,1,-0.0,0.0,1.0,gnd:4184529-8,1,1.0
taugenichts,Taugenichts,1,1,-0.0,0.0,1.0,gnd:4200330-1,1,1.0
tauschhandel,Tauschhandel,1,1,-0.0,0.0,1.0,gnd:4117176-7,1,1.0
tauschwirtschaft,Tauschwirtschaft,1,1,-0.0,0.0,1.0,gnd:4184537-7,1,1.0
tautomerie,Tautomerie,1,1,-0.0,0.0,1.0,gnd:4078171-9,1,1.0
taxi,Taxi,1,1,-0.0,0.0,1.0,gnd:4059185-2,1,1.0
taxifahrer,Taxifahrer,1,1,-0.0,0.0,1.0,gnd:4059186-4,1,1.0
taylor-couette-strömung,Taylor-Couette-Strömung,1,1,-0.0,0.0,1.0,gnd:4249869-7,1,1.0
taylor-formel,Taylor-Formel,1,1,-0.0,0.0,1.0,gnd:4184549-3,1,1.0
tcl,Tcl,1,1,-0.0,0.0,1.0,gnd:4361529-6,1,1.0
teach-in-methode,Teach-in-Methode,1,1,-0.0,0.0,1.0,gnd:4272321-8,1,1.0
teamcenter,Teamcenter,1,1,-0.0,0.0,1.0,gnd:1162097930,1,1.0
teamtheorie,Teamtheorie,1,1,-0.0,0.0,1.0,gnd:4196783-5,1,1.0
techbasic,techBASIC,1,1,-0.0,0.0,1.0,gnd:1046325647,1,1.0
technetium,Technetium,1,1,-0.0,0.0,1.0,gnd:4184557-2,1,1.0
technicolor-theorie,Technicolor-Theorie,1,1,-0.0,0.0,1.0,gnd:103135459X,1,1.0
technik (motiv),Technik (Motiv),1,1,-0.0,0.0,1.0,gnd:4131616-2,1,1.0
technische aktienanalyse,Technische Aktienanalyse,1,1,-0.0,0.0,1.0,gnd:4117177-9,1,1.0
technische anorganische chemie,Technische anorganische Chemie,1,1,-0.0,0.0,1.0,gnd:4300470-2,1,1.0
technische betriebswirtschaftslehre,Technische Betriebswirtschaftslehre,1,1,-0.0,0.0,1.0,gnd:4313767-2,1,1.0
technische fakultät,Technische Fakultät,1,1,-0.0,0.0,1.0,gnd:4339714-1,1,1.0
technische kooperation,Technische Kooperation,1,1,-0.0,0.0,1.0,gnd:4059227-3,1,1.0
technische revision,Technische Revision,1,1,-0.0,0.0,1.0,gnd:4223451-7,1,1.0
technischer fehler,Technischer Fehler,1,1,-0.0,0.0,1.0,gnd:4251278-5,1,1.0
technischer fortschritt (motiv),Technischer Fortschritt (Motiv),1,1,-0.0,0.0,1.0,gnd:4117178-0,1,1.0
technischer produktdesigner,Technischer Produktdesigner,1,1,-0.0,0.0,1.0,gnd:7619904-6,1,1.0
technischer überwachungsverein,Technischer Überwachungsverein,1,1,-0.0,0.0,1.0,gnd:4137407-1,1,1.0
technisches sicherheitsrecht,Technisches Sicherheitsrecht,1,1,-0.0,0.0,1.0,gnd:4078182-3,1,1.0
technisches verständnis,Technisches Verständnis,1,1,-0.0,0.0,1.0,gnd:4184585-7,1,1.0
technisches werken,Technisches Werken,1,1,-0.0,0.0,1.0,gnd:4184586-9,1,1.0
techno pop,Techno Pop,1,1,-0.0,0.0,1.0,gnd:4375960-9,1,1.0
technologieberatung,Technologieberatung,1,1,-0.0,0.0,1.0,gnd:4239920-8,1,1.0
technologieberatungsstelle,Technologieberatungsstelle,1,1,-0.0,0.0,1.0,gnd:4239919-1,1,1.0
tectosilicate,Tectosilicate,1,1,-0.0,0.0,1.0,gnd:4645414-7,1,1.0
teehaus,Teehaus,1,1,-0.0,0.0,1.0,gnd:4470999-7,1,1.0
teeproduktion,Teeproduktion,1,1,-0.0,0.0,1.0,gnd:4513440-6,1,1.0
teer,Teer,1,1,-0.0,0.0,1.0,gnd:4184597-3,1,1.0
teewirtschaft,Teewirtschaft,1,1,-0.0,0.0,1.0,gnd:4347191-2,1,1.0
teezeremonie,Teezeremonie,1,1,-0.0,0.0,1.0,gnd:4356801-4,1,1.0
teflon,Teflon,1,1,-0.0,0.0,1.0,gnd:4184599-7,1,1.0
teichmüller-raum,Teichmüller-Raum,1,1,-0.0,0.0,1.0,gnd:4131425-6,1,1.0
teigwarenherstellung,Teigwarenherstellung,1,1,-0.0,0.0,1.0,gnd:4455179-4,1,1.0
teil,Teil,1,1,-0.0,0.0,1.0,gnd:4184608-4,1,1.0
teilauswertung,Teilauswertung,1,1,-0.0,0.0,1.0,gnd:4323152-4,1,1.0
teilbarkeit,Teilbarkeit,1,1,-0.0,0.0,1.0,gnd:4203392-5,1,1.0
teilbetrieb,Teilbetrieb,1,1,-0.0,0.0,1.0,gnd:4538676-6,1,1.0
teilchenrapidität,Teilchenrapidität,1,1,-0.0,0.0,1.0,gnd:4325621-1,1,1.0
teilchenspur,Teilchenspur,1,1,-0.0,0.0,1.0,gnd:4248352-9,1,1.0
teilchenwachstum,Teilchenwachstum,1,1,-0.0,0.0,1.0,gnd:4365927-5,1,1.0
teilefertigung,Teilefertigung,1,1,-0.0,0.0,1.0,gnd:4132502-3,1,1.0
teilkristalline struktur,Teilkristalline Struktur,1,1,-0.0,0.0,1.0,gnd:4327756-1,1,1.0
teilnehmeranschluss,Teilnehmeranschluss,1,1,-0.0,0.0,1.0,gnd:4267491-8,1,1.0
teilnetz,Teilnetz,1,1,-0.0,0.0,1.0,gnd:4333112-9,1,1.0
teilsynthese,Teilsynthese,1,1,-0.0,0.0,1.0,gnd:4508944-9,1,1.0
teilurteil,Teilurteil,1,1,-0.0,0.0,1.0,gnd:4184633-3,1,1.0
teilwertabschreibung,Teilwertabschreibung,1,1,-0.0,0.0,1.0,gnd:4127419-2,1,1.0
tektonik (architektur),Tektonik (Architektur),1,1,-0.0,0.0,1.0,gnd:1069608491,1,1.0
