LabelNorm,RawLabelExample,SubjectID,TrainCount,DevCount,TestCount,TotalCount
virtuelles kraftwerk,Virtuelles Kraftwerk,gnd:7576812-4,3,1,0,4
virtuelles lan,Virtuelles LAN,gnd:4474236-8,1,0,0,1
virtuelles netz,Virtuelles Netz,gnd:4807205-9,2,1,0,3
virtuelles photon,Virtuelles Photon,gnd:4188398-6,1,0,0,1
virtuelles privates netzwerk,Virtuelles privates Netzwerk,gnd:4501379-2,4,1,1,6
virtuelles team,Virtuelles Team,gnd:1187260916,5,1,1,7
virtuelles unternehmen,Virtuelles Unternehmen,gnd:4463036-0,15,2,4,21
virtuosität,Virtuosität,gnd:4517943-8,2,0,0,2
virulenz,Virulenz,gnd:4129834-2,6,2,1,9
virulenzfaktor,Virulenzfaktor,gnd:4354782-5,3,0,1,4
virusdiarrhoe-mucosal disease,Virusdiarrhoe-Mucosal Disease,gnd:4251517-8,0,1,1,2
virushülle,Virushülle,gnd:4350850-9,1,0,0,1
virusimpfstoff,Virusimpfstoff,gnd:4257636-2,1,0,0,1
virusinfektion,Virusinfektion,gnd:4188401-2,4,2,0,6
viruskrankheit,Viruskrankheit,gnd:4063605-7,6,0,0,6
viruzid,Viruzid,gnd:4139555-4,1,2,0,3
vishnuismus,Vishnuismus,gnd:4190086-8,0,0,1,1
visio 2003,Visio 2003,gnd:4777598-1,1,0,0,1
visio 2007,Visio 2007,gnd:7571781-5,2,1,0,3
visio 2010,Visio 2010,gnd:7719637-5,0,0,1,1
visio 2013,Visio 2013,gnd:1036624439,1,1,0,2
vision,Vision,gnd:4063618-5,8,1,1,10
visitation,Visitation,gnd:4132571-0,2,0,0,2
viskoelastische flüssigkeit,Viskoelastische Flüssigkeit,gnd:4188410-3,1,0,0,1
viskoelastizität,Viskoelastizität,gnd:4063621-5,10,4,0,14
viskoplastizität,Viskoplastizität,gnd:4136051-5,1,0,0,1
viskose,Viskose,gnd:4278888-2,0,1,0,1
viskose flüssigkeit,Viskose Flüssigkeit,gnd:4188412-7,0,0,2,2
viskose strömung,Viskose Strömung,gnd:4226965-9,6,0,1,7
viskosimetrie,Viskosimetrie,gnd:4188415-2,0,1,0,1
viskosität,Viskosität,gnd:4063625-2,5,0,0,5
viskositätslösung,Viskositätslösung,gnd:4463279-4,2,1,0,3
visual analytics,Visual Analytics,gnd:1036568350,3,1,0,4
visual basic .net 2010,Visual Basic .NET 2010,gnd:1024347753,1,0,0,1
visual basic 2010,Visual Basic 2010,gnd:7706182-2,3,1,2,6
visual basic 2012,Visual Basic 2012,gnd:1027595863,2,2,0,4
visual basic 2017,Visual Basic 2017,gnd:1144526825,1,0,0,1
visual c sharp 2005 express edition,Visual C sharp 2005 Express Edition,gnd:7518659-7,1,0,0,1
visual c sharp 2008,Visual C sharp 2008,gnd:7604405-1,4,0,0,4
visual c sharp 2010,Visual C sharp 2010,gnd:7702558-1,3,0,1,4
visual c sharp 2012,Visual C sharp 2012,gnd:1027597564,4,0,0,4
visual c sharp 2019,Visual C sharp 2019,gnd:1196645582,1,0,0,1
visual c sharp.net,Visual C sharp.NET,gnd:4682222-7,3,1,0,4
visual c sharp.net 2005,Visual C sharp.NET 2005,gnd:4828513-4,3,0,1,4
visual c++,Visual C++,gnd:4319926-4,2,0,0,2
visual c++ 2008,Visual C++ 2008,gnd:7610075-3,0,0,1,1
visual c++ 2010 express,Visual C++ 2010 Express,gnd:7847627-6,1,0,0,1
visual c++ 6.0,Visual C++ 6.0,gnd:4518537-2,3,0,0,3
visual history,Visual History,gnd:1057946834,2,0,2,4
visual servoing,Visual servoing,gnd:7719524-3,1,0,0,1
visual studio 2005,Visual Studio 2005,gnd:4823910-0,0,1,0,1
visual studio 2008,Visual Studio 2008,gnd:7617464-5,0,1,0,1
visual studio 2010,Visual Studio 2010,gnd:7731778-6,4,0,0,4
visual studio 2012,Visual Studio 2012,gnd:1034562649,1,0,1,2
visual studio 2013,Visual Studio 2013,gnd:1070104272,0,1,0,1
visual studio 2015,Visual Studio 2015,gnd:107560480X,2,0,1,3
visual studio 2017,Visual Studio 2017,gnd:1132588839,3,0,1,4
visual studio 2019,Visual Studio 2019,gnd:1193260337,3,0,0,3
visual studio 2022,Visual Studio 2022,gnd:1254859004,1,0,0,1
visual studio team system,Visual Studio Team System,gnd:7531641-9,1,0,0,1
visual studio tools für office,Visual Studio Tools für Office,gnd:7524595-4,0,0,1,1
visual studio.net,Visual Studio.NET,gnd:4678826-8,3,0,0,3
visual studio.net 2003,Visual Studio.NET 2003,gnd:4729884-4,0,1,0,1
visual web developer 2005 express edition,Visual Web Developer 2005 Express Edition,gnd:7518425-4,1,0,0,1
visualbasic,VisualBASIC,gnd:4265875-5,10,2,0,12
visualbasic 2005,VisualBASIC 2005,gnd:4828515-8,5,0,0,5
visualbasic 2005 express edition,VisualBASIC 2005 Express Edition,gnd:7518658-5,1,0,0,1
visualbasic 2008,VisualBASIC 2008,gnd:7613492-1,8,1,1,10
visualbasic 2008 express edition,VisualBASIC 2008 Express Edition,gnd:7603770-8,0,2,0,2
visualbasic 5.0,VisualBASIC 5.0,gnd:4454741-9,1,0,0,1
visualbasic 6.0,VisualBASIC 6.0,gnd:4518526-8,2,0,0,2
visualbasic für applikationen,VisualBASIC für Applikationen,gnd:4341325-0,39,4,5,48
visualbasic script,VisualBASIC Script,gnd:4434796-0,1,0,0,1
visualbasic.net,VisualBASIC.NET,gnd:4659413-9,9,0,0,9
visualisierung,Visualisierung,gnd:4188417-6,145,36,31,212
visualisierung (motiv),Visualisierung (Motiv),gnd:1059126001,0,0,1,1
visuell evoziertes potenzial,Visuell evoziertes Potenzial,gnd:4206232-9,2,0,0,2
visuelle aufmerksamkeit,Visuelle Aufmerksamkeit,gnd:4329020-6,2,0,1,3
visuelle ethnologie,Visuelle Ethnologie,gnd:1028524978,2,1,1,4
visuelle kommunikation,Visuelle Kommunikation,gnd:4131112-7,23,5,11,39
visuelle medien,Visuelle Medien,gnd:4188423-1,13,2,6,21
visuelle medien (motiv),Visuelle Medien (Motiv),gnd:4742434-5,1,0,1,2
visuelle prüfung,Visuelle Prüfung,gnd:4188426-7,3,0,1,4
visuelle vorstellung,Visuelle Vorstellung,gnd:4188427-9,3,0,0,3
visuelle wahrnehmung,Visuelle Wahrnehmung,gnd:4078921-4,35,5,11,51
visuelle wahrnehmung (motiv),Visuelle Wahrnehmung (Motiv),gnd:4493482-8,1,0,0,1
visueller kontrast,Visueller Kontrast,gnd:4265933-4,0,1,0,1
visueller reiz,Visueller Reiz,gnd:4258796-7,1,1,0,2
visuelles datenbanksystem,Visuelles Datenbanksystem,gnd:4373475-3,2,2,0,4
visuelles gedächtnis,Visuelles Gedächtnis,gnd:4400035-2,1,0,0,1
visuelles lernen,Visuelles Lernen,gnd:4188432-2,3,1,0,4
visuelles system,Visuelles System,gnd:4134101-6,6,3,0,9
visuomotorische koordination,Visuomotorische Koordination,gnd:4318730-4,1,0,0,1
visuomotorisches lernen,Visuomotorisches Lernen,gnd:4212505-4,1,0,0,1
vita activa,Vita activa,gnd:4121877-2,1,0,0,1
vitalfunktion,Vitalfunktion,gnd:4693551-4,2,0,0,2
vitalienbrüder,Vitalienbrüder,gnd:4188438-3,0,0,1,1
vitalismus,Vitalismus,gnd:4188439-5,2,0,1,3
vitalität,Vitalität,gnd:4188440-1,2,0,0,2
vitalstofftherapie,Vitalstofftherapie,gnd:4128984-5,1,0,0,1
vitamin,Vitamin,gnd:4063635-5,2,0,1,3
vitamin b1,Vitamin B1,gnd:4188443-7,1,0,0,1
vitamin c,Vitamin C,gnd:4063638-0,1,0,0,1
vitamin d3,Vitamin D3,gnd:4147852-6,0,1,0,1
vitamin e,Vitamin E,gnd:4188447-4,1,1,0,2
vitamin k2,Vitamin K2,gnd:4306395-0,1,0,0,1
vitamin-a-gruppe,Vitamin-A-Gruppe,gnd:4136308-5,2,0,0,2
vitamin-a-mangel,Vitamin-A-Mangel,gnd:4188449-8,1,0,1,2
vitamin-b-gruppe,Vitamin-B-Gruppe,gnd:4136147-7,1,0,0,1
vitamin-b1-versorgung,Vitamin-B1-Versorgung,gnd:4231726-5,1,0,0,1
vitamin-d-gruppe,Vitamin-D-Gruppe,gnd:4188446-2,1,0,0,1
vitaminiertes lebensmittel,Vitaminiertes Lebensmittel,gnd:4233884-0,1,0,0,1
vitrektomie,Vitrektomie,gnd:4274123-3,1,0,0,1
vitreoretinopathie,Vitreoretinopathie,gnd:4196481-0,2,0,0,2
vitriolehandel,Vitriolehandel,gnd:4380979-0,1,0,0,1
vlasov-gleichung,Vlasov-Gleichung,gnd:4188465-6,1,2,1,4
vlasov-maxwell-gleichungssystem,Vlasov-Maxwell-Gleichungssystem,gnd:1172777462,2,0,0,2
vlbi,VLBI,gnd:4276413-0,2,0,0,2
vliesstoff,Vliesstoff,gnd:4188468-1,0,1,0,1
vlsi,VLSI,gnd:4117388-0,22,8,4,34
vlt,VLT,gnd:4380905-4,1,1,0,2
vm,VM,gnd:4259076-0,0,0,1,1
vmware esx server,VMware ESX Server,gnd:4845418-7,2,0,0,2
vmware esx server 3.5,VMware ESX Server 3.5,gnd:7627687-9,0,0,1,1
vmware gsx server,VMware GSX Server,gnd:4845417-5,1,0,0,1
vmware server,VMware Server,gnd:7541616-5,0,1,0,1
vmware vsphere 4,VMware vSphere 4,gnd:7716419-2,5,0,0,5
vmware vsphere 5,VMware vSphere 5,gnd:7847586-7,0,2,0,2
voc (ökologische chemie),VOC (Ökologische Chemie),gnd:4351499-6,3,5,1,9
vocoder,Vocoder,gnd:4188473-5,0,1,0,1
vogelbeobachtung,Vogelbeobachtung,gnd:4188488-7,3,0,0,3
vogelflug,Vogelflug,gnd:4117391-0,0,1,0,1
vogelgrippe,Vogelgrippe,gnd:4998967-4,2,1,1,4
vogelkirsche,Vogelkirsche,gnd:4277177-8,2,1,0,3
vogelname,Vogelname,gnd:4273122-7,1,0,0,1
vogelschutz,Vogelschutz,gnd:4063737-2,0,0,1,1
vogelschutzgebiet,Vogelschutzgebiet,gnd:4197592-3,1,0,0,1
vogelstimme,Vogelstimme,gnd:4188494-2,0,0,1,1
vokabellernen,Vokabellernen,gnd:4188502-8,1,0,0,1
vokal,Vokal,gnd:4063778-5,0,0,1,1
vokalisierung,Vokalisierung,gnd:4197527-3,2,0,0,2
volatilität,Volatilität,gnd:4268390-7,10,4,1,15
volgare,Volgare,gnd:4188507-7,0,0,1,1
volk,Volk,gnd:4063790-6,5,0,2,7
volksabstimmung,Volksabstimmung,gnd:4134790-0,7,1,3,11
volksarchitektur,Volksarchitektur,gnd:4188510-7,5,1,1,7
volksaufklärung,Volksaufklärung,gnd:4401717-0,0,1,0,1
volksbegehren,Volksbegehren,gnd:4063810-8,1,1,1,3
volkseigener betrieb,Volkseigener Betrieb,gnd:4188514-4,0,1,2,3
volkserzählung,Volkserzählung,gnd:4136947-6,1,0,0,1
volksfest,Volksfest,gnd:4188521-1,0,1,0,1
volksfrömmigkeit,Volksfrömmigkeit,gnd:4121880-2,3,1,4,8
volksgemeinschaft,Volksgemeinschaft,gnd:4273270-0,9,0,2,11
volksglaube,Volksglaube,gnd:4063834-0,4,2,1,7
volksheilmittel,Volksheilmittel,gnd:4188524-7,2,0,0,2
volksheim,Volksheim,gnd:4526637-2,1,0,0,1
volkshochschule,Volkshochschule,gnd:4136151-9,1,0,3,4
volksislam,Volksislam,gnd:4837386-2,1,0,0,1
volkskirche,Volkskirche,gnd:4122402-4,1,0,0,1
volkskrieg,Volkskrieg,gnd:4188535-1,0,0,1,1
volkskultur,Volkskultur,gnd:4063849-2,9,3,7,19
volkskunde,Volkskunde,gnd:4078937-8,11,3,11,25
volkskunde (motiv),Volkskunde (Motiv),gnd:4406885-2,1,0,0,1
volkskunst,Volkskunst,gnd:4063851-0,1,0,0,1
volkslied,Volkslied,gnd:4063852-2,1,0,0,1
volksliteratur,Volksliteratur,gnd:4135284-1,4,0,2,6
volkslyrik,Volkslyrik,gnd:4202361-0,0,0,1,1
volksmedizin,Volksmedizin,gnd:4078940-8,1,0,0,1
volksmusik,Volksmusik,gnd:4063854-6,1,0,0,1
volkspark,Volkspark,gnd:4204336-0,1,0,0,1
volkspartei,Volkspartei,gnd:4188543-0,1,0,3,4
volksrechte,Volksrechte,gnd:4188544-2,0,0,1,1
volksreligion,Volksreligion,gnd:4130001-4,3,2,0,5
volksschauspiel,Volksschauspiel,gnd:4130894-3,1,0,0,1
volksschule,Volksschule,gnd:4063861-3,4,0,2,6
volksschullehrer,Volksschullehrer,gnd:4131581-9,1,0,0,1
volkssouveränität,Volkssouveränität,gnd:4137541-5,2,0,1,3
volkssprache,Volkssprache,gnd:4301525-6,2,1,0,3
volksstimmung,Volksstimmung,gnd:4127991-8,1,0,0,1
volksstück,Volksstück,gnd:4063867-4,2,0,0,2
volkstanz,Volkstanz,gnd:4063869-8,1,0,0,1
volkstumspolitik,Volkstumspolitik,gnd:4818313-1,1,0,1,2
volksverhetzung,Volksverhetzung,gnd:4188561-2,0,0,1,1
volksvermögen,Volksvermögen,gnd:4139002-7,1,0,0,1
volksweisheit,Volksweisheit,gnd:4274883-5,1,0,0,1
volkswille,Volkswille,gnd:4188564-8,1,0,0,1
volkswirt,Volkswirt,gnd:4188566-1,0,0,1,1
volkswirtschaft,Volkswirtschaft,gnd:4063885-6,14,2,9,25
volkswirtschaftliche gesamtrechnung,Volkswirtschaftliche Gesamtrechnung,gnd:4063886-8,2,4,4,10
volkswirtschaftliches rechnungswesen,Volkswirtschaftliches Rechnungswesen,gnd:4131673-3,0,1,0,1
volkswirtschaftliches studium,Volkswirtschaftliches Studium,gnd:4379661-8,0,0,1,1
volkswirtschaftslehre,Volkswirtschaftslehre,gnd:4078943-3,79,9,37,125
volkswirtschaftsplan,Volkswirtschaftsplan,gnd:4063892-3,1,0,0,1
volkszählung,Volkszählung,gnd:4134368-2,1,0,2,3
vollbeschäftigung,Vollbeschäftigung,gnd:4063898-4,2,1,1,4
vollbremsung,Vollbremsung,gnd:7748851-9,1,0,0,1
vollendung (strafrecht),Vollendung (Strafrecht),gnd:1171676204,1,0,0,1
volleyball,Volleyball,gnd:4063900-9,5,0,3,8
vollformgießen,Vollformgießen,gnd:4188572-7,1,0,0,1
vollholz,Vollholz,gnd:4401682-7,1,1,1,3
volljährigkeit,Volljährigkeit,gnd:4063901-0,0,0,1,1
vollkommenheit,Vollkommenheit,gnd:4188575-2,1,0,0,1
vollkornkost,Vollkornkost,gnd:4117398-3,1,0,0,1
vollkostenrechnung,Vollkostenrechnung,gnd:4125500-8,1,0,0,1
vollstreckung,Vollstreckung,gnd:4121883-8,0,2,1,3
vollstreckungshilfe,Vollstreckungshilfe,gnd:4469816-1,1,0,0,1
vollstreckungsschutz,Vollstreckungsschutz,gnd:4136774-1,1,1,0,2
vollstreckungsverfahren,Vollstreckungsverfahren,gnd:4136162-3,0,0,1,1
vollständige mannigfaltigkeit,Vollständige Mannigfaltigkeit,gnd:4287202-9,1,0,1,2
vollständiger durchschnitt,Vollständiger Durchschnitt,gnd:4188587-9,1,0,1,2
vollwertkost,Vollwertkost,gnd:4227467-9,3,0,0,3
vollziehende gewalt,Vollziehende Gewalt,gnd:4131719-1,0,0,2,2
vollzugsdienst,Vollzugsdienst,gnd:4162954-1,0,0,1,1
vollzugslockerung,Vollzugslockerung,gnd:4255558-9,0,0,1,1
volonté générale,Volonté générale,gnd:4356121-4,1,0,0,1
voltage-clamp-methode,Voltage-Clamp-Methode,gnd:4188604-5,1,0,0,1
voltammetrie,Voltammetrie,gnd:4188605-7,5,0,0,5
volterra-gleichungen,Volterra-Gleichungen,gnd:4137459-9,2,1,1,4
volterra-integralgleichung,Volterra-Integralgleichung,gnd:4234593-5,4,0,0,4
volterra-stieltjes-integralgleichung,Volterra-Stieltjes-Integralgleichung,gnd:4401308-5,1,0,0,1
volumendaten,Volumendaten,gnd:4534768-2,1,0,0,1
volumenmessung,Volumenmessung,gnd:4188612-4,1,0,0,1
volumentomografie,Volumentomografie,gnd:7573706-1,2,0,0,2
vonneumann-algebra,VonNeumann-Algebra,gnd:4388395-3,3,4,1,8
vor- und frühgeschichte,Vor- und Frühgeschichte,gnd:4078951-2,15,2,7,24
vor- und frühgeschichte (fach),Vor- und Frühgeschichte (Fach),gnd:4121886-3,1,0,0,1
vorabentscheidungsverfahren,Vorabentscheidungsverfahren,gnd:4127136-1,2,1,1,4
vorankündigung,Vorankündigung,gnd:4327513-8,2,1,0,3
voraussetzung,Voraussetzung,gnd:4391998-4,1,1,1,3
vorbehalt,Vorbehalt,gnd:4127577-9,3,0,2,5
vorbehandlung (technik),Vorbehandlung (Technik),gnd:4188637-9,1,0,0,1
vorbereitung,Vorbereitung,gnd:4188638-0,2,1,0,3
vorbereitungsdienst,Vorbereitungsdienst,gnd:4130081-6,8,2,3,13
vorbereitungshandlung,Vorbereitungshandlung,gnd:4199432-2,2,1,0,3
vorberufliche bildung,Vorberufliche Bildung,gnd:4188640-9,1,0,0,1
vorbesitzer,Vorbesitzer,gnd:4447273-0,1,0,0,1
vorbild,Vorbild,gnd:4391266-7,4,1,3,8
vorcodierung,Vorcodierung,gnd:7689286-4,1,0,0,1
vorderkante,Vorderkante,gnd:4240199-9,1,0,0,1
vorerbe,Vorerbe,gnd:4188653-7,1,0,0,1
vorfertigung,Vorfertigung,gnd:4276531-6,2,2,0,4
vorfluter,Vorfluter,gnd:4188657-4,1,0,0,1
vorform,Vorform,gnd:4647529-1,1,0,0,1
vorgarten,Vorgarten,gnd:4063973-3,1,1,0,2
vorgehensmodell,Vorgehensmodell,gnd:4480091-5,18,7,4,29
vorgeschichte,Vorgeschichte,gnd:4138921-9,29,9,3,41
vorgeschichte (motiv),Vorgeschichte (Motiv),gnd:7743445-6,0,0,1,1
vorgesellschaft,Vorgesellschaft,gnd:4188660-4,1,0,0,1
vorhaben- und erschließungsplan,Vorhaben- und Erschließungsplan,gnd:4318910-6,1,0,0,1
vorhabenbezogener bebauungsplan,Vorhabenbezogener Bebauungsplan,gnd:1186867671,1,0,0,1
vorhang,Vorhang,gnd:4188667-7,1,0,0,1
vorhangwand,Vorhangwand,gnd:4188669-0,0,2,0,2
vorherrschaft,Vorherrschaft,gnd:4414844-6,4,2,1,7
vorhersagbarkeit,Vorhersagbarkeit,gnd:4260601-9,2,1,1,4
vorhersagetheorie,Vorhersagetheorie,gnd:4188671-9,2,3,1,6
vorhofflimmern,Vorhofflimmern,gnd:4278966-7,3,0,1,4
vorindustrielle produktionsweise,Vorindustrielle Produktionsweise,gnd:4124409-6,0,2,0,2
vorkalkulation,Vorkalkulation,gnd:4063980-0,1,0,0,1
vorkaufsrecht,Vorkaufsrecht,gnd:4188674-4,1,0,1,2
vorkommen,Vorkommen,gnd:4188678-1,18,5,1,24
vorkurs,Vorkurs,gnd:1051617316,1,0,0,1
vorlage,Vorlage,gnd:4188682-3,15,3,6,24
vorland,Vorland,gnd:4197402-5,0,1,1,2
vorlegungspflicht,Vorlegungspflicht,gnd:4234507-8,0,0,2,2
vorleistung,Vorleistung,gnd:4325484-6,3,0,0,3
vorleistungspflicht,Vorleistungspflicht,gnd:4127138-5,1,0,0,1
vorlesen,Vorlesen,gnd:4188683-5,3,0,3,6
vorlesung,Vorlesung,gnd:4117405-7,11,2,1,14
vorläuferzelle,Vorläuferzelle,gnd:4418410-4,5,0,0,5
vorläufige vollstreckbarkeit,Vorläufige Vollstreckbarkeit,gnd:4188681-1,0,0,1,1
vorläufigkeit,Vorläufigkeit,gnd:4305278-2,1,0,1,2
vormischflamme,Vormischflamme,gnd:4188687-2,0,0,1,1
vormundschaft,Vormundschaft,gnd:4063990-3,1,1,0,2
vormärz,Vormärz,gnd:4063986-1,4,1,3,8
vorname,Vorname,gnd:4063994-0,3,0,0,3
voronoi-diagramm,Voronoi-Diagramm,gnd:4226013-9,2,0,1,3
vorort,Vorort,gnd:4188691-4,6,1,0,7
vorprodukt,Vorprodukt,gnd:4236096-1,1,0,0,1
vorrang,Vorrang,gnd:4188696-3,2,1,1,4
vorranggebiet,Vorranggebiet,gnd:4188697-5,1,0,0,1
vorrat,Vorrat,gnd:4188698-7,1,0,0,1
vorratsschädling,Vorratsschädling,gnd:4064002-4,2,2,2,6
vorrichtung,Vorrichtung,gnd:4064011-5,3,2,0,5
vorrichtungsbau,Vorrichtungsbau,gnd:4188702-5,2,1,0,3
vorsatz,Vorsatz,gnd:4130196-1,2,0,1,3
vorsatzdelikt,Vorsatzdelikt,gnd:4191768-6,1,0,1,2
vorschlag,Vorschlag,gnd:4461765-3,1,0,0,1
vorschlagswesen,Vorschlagswesen,gnd:4138198-1,4,1,3,8
vorschubantrieb,Vorschubantrieb,gnd:4188708-6,0,1,0,1
vorschule,Vorschule,gnd:4078962-7,1,0,2,3
vorschule (gymnasium),Vorschule (Gymnasium),gnd:4188709-8,1,0,0,1
vorschulerziehung,Vorschulerziehung,gnd:4064016-4,65,7,23,95
vorschulkind,Vorschulkind,gnd:4064017-6,27,3,11,41
vorsehung,Vorsehung,gnd:4140716-7,1,0,0,1
vorsichtsprinzip,Vorsichtsprinzip,gnd:4287125-6,0,0,1,1
vorsitzender,Vorsitzender,gnd:4188716-5,0,0,1,1
vorsokratiker,Vorsokratiker,gnd:4064025-5,4,1,3,8
vorsorge,Vorsorge,gnd:4188718-9,5,2,2,9
vorsorgeprinzip,Vorsorgeprinzip,gnd:4136599-9,1,0,0,1
vorsorgevollmacht,Vorsorgevollmacht,gnd:4364903-8,2,0,0,2
vorspannung,Vorspannung,gnd:4188723-2,4,0,0,4
vorspannung mit sofortigem verbund,Vorspannung mit sofortigem Verbund,gnd:4272162-3,1,0,0,1
vorspeise,Vorspeise,gnd:4064028-0,1,0,0,1
vorsprechen,Vorsprechen,gnd:4568237-9,1,0,0,1
vorstadt,Vorstadt,gnd:4188724-4,18,1,2,21
vorstadt (motiv),Vorstadt (Motiv),gnd:4188725-6,2,0,0,2
vorstand,Vorstand,gnd:4064030-9,16,1,5,22
vorstandsmitglied,Vorstandsmitglied,gnd:4188726-8,11,3,3,17
vorstellung,Vorstellung,gnd:4064032-2,17,2,2,21
vorstellungsgespräch,Vorstellungsgespräch,gnd:4117406-9,16,2,4,22
vorsteuerabzug,Vorsteuerabzug,gnd:4188729-3,1,0,0,1
vorsteuerung,Vorsteuerung,gnd:4699634-5,1,0,0,1
vorteil,Vorteil,gnd:4188732-3,1,0,0,1
vortrag,Vortrag,gnd:4064035-8,8,1,1,10
vortragstechnik,Vortragstechnik,gnd:4188737-2,28,6,20,54
vorurteil,Vorurteil,gnd:4064037-1,28,2,4,34
vorverarbeitung,Vorverarbeitung,gnd:4403014-9,0,0,1,1
vorverständnis,Vorverständnis,gnd:4134110-7,1,0,0,1
vorvertragliches schuldverhältnis,Vorvertragliches Schuldverhältnis,gnd:7702480-1,3,0,1,4
vorverurteilung,Vorverurteilung,gnd:4188742-6,1,0,0,1
vorwahl (politik),Vorwahl (Politik),gnd:4188745-1,0,0,1,1
vorweggenommene erbfolge,Vorweggenommene Erbfolge,gnd:4188746-3,1,0,0,1
vorwissen,Vorwissen,gnd:4394725-6,3,1,0,4
vorwort,Vorwort,gnd:4135881-8,1,1,0,2
vorwurf,Vorwurf,gnd:4188747-5,2,0,0,2
vorzeitige beendigung,Vorzeitige Beendigung,gnd:4124412-6,1,0,0,1
voxel,VOXEL,gnd:4534766-9,3,0,0,3
voyager (raumsonde),Voyager (Raumsonde),gnd:4188760-8,1,0,0,1
vrml,VRML,gnd:4411327-4,1,0,0,1
vue.js,Vue.js,gnd:1183609418,4,0,0,4
vulgarität,Vulgarität,gnd:4312425-2,0,0,1,1
vulkan,Vulkan,gnd:4128339-9,14,1,0,15
vulkanasche,Vulkanasche,gnd:4139602-9,2,0,0,2
vulkangebiet,Vulkangebiet,gnd:4473894-8,7,2,0,9
vulkanisat,Vulkanisat,gnd:4324736-2,1,0,0,1
vulkanisation,Vulkanisation,gnd:4188772-4,1,1,1,3
vulkanisch-sedimentäres gestein,Vulkanisch-sedimentäres Gestein,gnd:4493107-4,1,0,0,1
vulkanische decke,Vulkanische Decke,gnd:4240517-8,1,0,0,1
vulkanismus,Vulkanismus,gnd:4064081-4,19,5,0,24
vulkanologie,Vulkanologie,gnd:4188776-1,4,0,0,4
vw beetle,VW Beetle,gnd:4523073-0,1,0,0,1
vw käfer,VW Käfer,gnd:4063881-9,2,0,1,3
vätertheologie,Vätertheologie,gnd:4298909-7,0,0,1,1
vögel,Vögel,gnd:4063673-2,8,4,3,15
vögel (motiv),Vögel (Motiv),gnd:4121878-4,0,0,2,2
völkergemeinschaft,Völkergemeinschaft,gnd:4477681-0,0,1,0,1
völkergewohnheitsrecht,Völkergewohnheitsrecht,gnd:4188476-0,0,0,1,1
völkerkundliche schaustellung,Völkerkundliche Schaustellung,gnd:4216818-1,0,1,1,2
völkermord,Völkermord,gnd:4063690-2,51,12,21,84
völkermord (motiv),Völkermord (Motiv),gnd:4472316-7,1,1,0,2
völkermord in ruanda,Völkermord in Ruanda,gnd:4360701-9,1,0,3,4
völkerrecht,Völkerrecht,gnd:4063693-8,110,19,55,184
völkerrechtlicher vertrag,Völkerrechtlicher Vertrag,gnd:4063696-3,17,6,7,30
völkerrechtliches verbrechen,Völkerrechtliches Verbrechen,gnd:4204241-0,4,0,1,5
völkerrechtssubjekt,Völkerrechtssubjekt,gnd:4063698-7,4,0,1,5
völkerschlacht bei leipzig,Völkerschlacht bei Leipzig,gnd:4132970-3,2,0,1,3
völkerstrafrecht,Völkerstrafrecht,gnd:4188481-4,22,4,10,36
völkerverständigung,Völkerverständigung,gnd:4284503-8,2,0,1,3
völkerwanderung,Völkerwanderung,gnd:4188482-6,6,0,2,8
völkerwanderungszeit,Völkerwanderungszeit,gnd:4063700-1,2,0,2,4
völkische religion,Völkische Religion,gnd:4786714-0,1,0,1,2
w-boson,W-Boson,gnd:4311655-3,2,0,0,2
waage,Waage,gnd:4132596-5,1,0,0,1
wabenbauweise,Wabenbauweise,gnd:4139618-2,1,1,0,2
wabi (philosophie),Wabi (Philosophie),gnd:4386046-1,1,0,0,1
wachendorfia thyrsiflora,Wachendorfia thyrsiflora,gnd:4730054-1,2,0,0,2
wachs,Wachs,gnd:4137154-9,0,1,0,1
wachstum,Wachstum,gnd:4064115-6,20,5,4,29
wachstumsfaktor,Wachstumsfaktor,gnd:4188802-9,6,0,1,7
wachstumsförderer,Wachstumsförderer,gnd:4474216-2,0,0,1,1
wachstumshemmung,Wachstumshemmung,gnd:4136401-6,1,0,0,1
wachstumsmodell,Wachstumsmodell,gnd:4127141-5,1,1,1,3
wachstumspfad,Wachstumspfad,gnd:4121889-9,1,0,0,1
wachstumspolitik,Wachstumspolitik,gnd:4124417-5,8,3,1,12
wachstumsstrategie,Wachstumsstrategie,gnd:4520586-3,6,0,1,7
wachstumstheorie,Wachstumstheorie,gnd:4128160-3,49,11,20,80
wachstumszyklus,Wachstumszyklus,gnd:4129917-6,1,0,1,2
wafer,Wafer,gnd:4294605-0,12,4,0,16
waffe,Waffe,gnd:4064228-8,2,2,1,5
waffenbesitz,Waffenbesitz,gnd:4516609-2,2,2,1,5
waffenhandel,Waffenhandel,gnd:4064231-8,3,2,1,6
waffenindustrie,Waffenindustrie,gnd:4399773-9,0,0,1,1
waffenproduktion,Waffenproduktion,gnd:4477603-2,0,0,1,1
waffenrecht,Waffenrecht,gnd:4188892-3,3,2,1,6
waffensachkundeprüfung,Waffensachkundeprüfung,gnd:4064235-5,2,1,0,3
waffenstillstand,Waffenstillstand,gnd:4124419-9,1,0,0,1
waffensystem,Waffensystem,gnd:4117573-6,2,0,0,2
waffentechnik,Waffentechnik,gnd:4188896-0,3,0,0,3
