LabelNorm,RawLabelExample,NumCodes,Codes,RolesPerCode,PrefCount,AltCount
raz,raz,2,gnd:1162071524; gnd:4344413-1,gnd:1162071524:pref; gnd:4344413-1:pref,2,0
rcm,RCM,2,gnd:4258563-6; gnd:4734468-4,gnd:4258563-6:alt; gnd:4734468-4:alt,0,2
rcs,RCS,2,gnd:4361080-8; gnd:4658618-0,gnd:4361080-8:pref; gnd:4658618-0:alt,1,1
rdns,rDNS,2,gnd:4225578-8; gnd:4277350-7,gnd:4225578-8:alt; gnd:4277350-7:alt,0,2
rdp,rdp,2,gnd:1358414580; gnd:4372402-4,gnd:1358414580:pref; gnd:4372402-4:alt,1,1
rds,RDS,2,gnd:4177867-4; gnd:4322718-1,gnd:4177867-4:alt; gnd:4322718-1:pref,1,1
receptor protein-tyrosine kinase,Receptor Protein-Tyrosine Kinase,2,gnd:1070495565; gnd:4342440-5,gnd:1070495565:alt; gnd:4342440-5:alt,0,2
"rechnungsprüfung,unternehmen","Rechnungsprüfung,Unternehmen",2,gnd:4049674-0; gnd:4066505-7,gnd:4049674-0:alt; gnd:4066505-7:alt,0,2
rechtsmittelbelehrung,Rechtsmittelbelehrung,2,gnd:4177202-7; gnd:4617832-6,gnd:4177202-7:alt; gnd:4617832-6:pref,1,1
record linkage,Record Linkage,2,gnd:1263539092; gnd:4788710-2,gnd:1263539092:alt; gnd:4788710-2:alt,0,2
redetechnik,Redetechnik,2,gnd:4076704-8; gnd:4188737-2,gnd:4076704-8:alt; gnd:4188737-2:alt,0,2
reflex sympathetic dystrophy syndrome,Reflex sympathetic dystrophy syndrome,2,gnd:1059232081; gnd:4299480-9,gnd:1059232081:alt; gnd:4299480-9:alt,0,2
refractories,Refractories,2,gnd:4025280-2; gnd:4154265-4,gnd:4025280-2:alt; gnd:4154265-4:alt,0,2
regal,regal,2,gnd:1162067241; gnd:4125571-9,gnd:1162067241:pref; gnd:4125571-9:pref,2,0
regel,Regel,2,gnd:1162071427; gnd:4177368-8,gnd:1162071427:pref; gnd:4177368-8:pref,2,0
regionalgeschichte,Regionalgeschichte,2,gnd:4020517-4; gnd:4166546-6,gnd:4020517-4:alt; gnd:4166546-6:alt,0,2
reguläres polyeder,Reguläres Polyeder,2,gnd:4046302-3; gnd:4401287-1,gnd:4046302-3:alt; gnd:4401287-1:pref,1,1
reichenau motiv,Reichenau Motiv,2,gnd:1168860490; gnd:4240297-9,gnd:1168860490:pref; gnd:4240297-9:pref,2,0
"reihung,syntax","Reihung,Syntax",2,gnd:4687627-3; gnd:7673874-7,gnd:4687627-3:alt; gnd:7673874-7:alt,0,2
reim,REIM,2,gnd:4130015-4; gnd:4818500-0,gnd:4130015-4:pref; gnd:4818500-0:alt,1,1
repetitor,Repetitor,2,gnd:4283458-2; gnd:4316424-9,gnd:4283458-2:alt; gnd:4316424-9:pref,1,1
"repetitorium,formschlagwort","Repetitorium,Formschlagwort",2,gnd:4143389-0; gnd:4151278-9,gnd:4143389-0:alt; gnd:4151278-9:alt,0,2
ressortforschung,Ressortforschung,2,gnd:1105074714; gnd:4133996-4,gnd:1105074714:pref; gnd:4133996-4:alt,1,1
reversionsfigur,Reversionsfigur,2,gnd:4177930-7; gnd:4327016-5,gnd:4177930-7:alt; gnd:4327016-5:alt,0,2
rhizopus arrhizus,Rhizopus arrhizus,2,gnd:4359410-4; gnd:4385586-6,gnd:4359410-4:pref; gnd:4385586-6:alt,1,1
ria,RIA,2,gnd:4178063-2; gnd:4726736-7,gnd:4178063-2:pref; gnd:4726736-7:alt,1,1
ribonuclease p,Ribonuclease P,2,gnd:4316420-1; gnd:4353936-1,gnd:4316420-1:pref; gnd:4353936-1:alt,1,1
riemann-hilbert-problem,Riemann-Hilbert-Problem,2,gnd:4317184-9; gnd:4372594-6,gnd:4317184-9:alt; gnd:4372594-6:pref,1,1
rim,RIM,2,gnd:4205275-0; gnd:4838541-4,gnd:4205275-0:alt; gnd:4838541-4:alt,0,2
rituale,Rituale,2,gnd:4050164-4; gnd:4226660-9,gnd:4050164-4:alt; gnd:4226660-9:pref,1,1
rme,RME,2,gnd:4649670-1; gnd:4804549-4,gnd:4649670-1:alt; gnd:4804549-4:alt,0,2
rmi,RMI,2,gnd:1231401028; gnd:4573813-0,gnd:1231401028:alt; gnd:4573813-0:pref,1,1
rock,ROCK,2,gnd:1302796828; gnd:4250470-3,gnd:1302796828:alt; gnd:4250470-3:pref,1,1
rocky-mountain-wapiti,Rocky-Mountain-Wapiti,2,gnd:1129385884; gnd:1129882039,gnd:1129385884:pref; gnd:1129882039:alt,1,1
rod,ROD,2,gnd:4056679-1; gnd:4534943-5,gnd:4056679-1:alt; gnd:4534943-5:alt,0,2
rogate,Rogate,2,gnd:1183864361; gnd:1185432310,gnd:1183864361:alt; gnd:1185432310:alt,0,2
roll forming,roll forming,2,gnd:1120959233; gnd:4133452-8,gnd:1120959233:alt; gnd:4133452-8:alt,0,2
rollformen,Rollformen,2,gnd:1120959233; gnd:4133452-8,gnd:1120959233:alt; gnd:4133452-8:alt,0,2
ror,ROR,2,gnd:4486681-1; gnd:7516633-1,gnd:4486681-1:alt; gnd:7516633-1:alt,0,2
ros,Ros,2,gnd:1135309531; gnd:4324866-4,gnd:1135309531:alt; gnd:4324866-4:pref,1,1
rosengeranie,Rosengeranie,2,gnd:1027971377; gnd:4603247-2,gnd:1027971377:alt; gnd:4603247-2:pref,1,1
rosselonesisch,Rosselonesisch,2,gnd:1312051175; gnd:136877489X,gnd:1312051175:alt; gnd:136877489X:pref,1,1
rosselonisch,Rosselonisch,2,gnd:1312051175; gnd:136877489X,gnd:1312051175:pref; gnd:136877489X:alt,1,1
rotationskreuzung,Rotationskreuzung,2,gnd:4253732-0; gnd:4334182-2,gnd:4253732-0:alt; gnd:4334182-2:pref,1,1
rote garde,Rote Garde,2,gnd:4178533-2; gnd:4512190-4,gnd:4178533-2:alt; gnd:4512190-4:pref,1,1
rotinesisch,Rotinesisch,2,gnd:1078170002; gnd:1323832262,gnd:1078170002:alt; gnd:1323832262:alt,0,2
rotse,Rotse,2,gnd:4111399-8; gnd:4846485-5,gnd:4111399-8:pref; gnd:4846485-5:alt,1,1
rottinesisch,Rottinesisch,2,gnd:1078170002; gnd:1323832262,gnd:1078170002:pref; gnd:1323832262:alt,1,1
roussillonais,Roussillonais,2,gnd:1312051175; gnd:136877489X,gnd:1312051175:alt; gnd:136877489X:alt,0,2
royal-grotesk,Royal-Grotesk,2,gnd:7646849-5; gnd:7646898-7,gnd:7646849-5:alt; gnd:7646898-7:alt,0,2
rpa,RPA,2,gnd:1228576289; gnd:4328182-5,gnd:1228576289:alt; gnd:4328182-5:alt,0,2
rpc,RPC,2,gnd:4186768-3; gnd:4252621-8,gnd:4186768-3:alt; gnd:4252621-8:pref,1,1
rsd,RSD,2,gnd:1059232081; gnd:4299480-9,gnd:1059232081:alt; gnd:4299480-9:alt,0,2
rsv,RSV,2,gnd:4295996-2; gnd:4421195-8,gnd:4295996-2:alt; gnd:4421195-8:alt,0,2
rtf,RTF,2,gnd:4124018-2; gnd:4744872-6,gnd:4124018-2:alt; gnd:4744872-6:alt,0,2
rua,Rua,2,gnd:4482948-6; gnd:4789558-5,gnd:4482948-6:pref; gnd:4789558-5:alt,1,1
rudari,Rudari,2,gnd:1286713218; gnd:7710035-9,gnd:1286713218:alt; gnd:7710035-9:pref,1,1
rumen,Rumen,2,gnd:1192998324; gnd:4123904-0,gnd:1192998324:alt; gnd:4123904-0:alt,0,2
rundgiebel,Rundgiebel,2,gnd:1262136946; gnd:4178718-3,gnd:1262136946:alt; gnd:4178718-3:pref,1,1
rungu,Rungu,2,gnd:7563436-3; gnd:7615280-7,gnd:7563436-3:alt; gnd:7615280-7:pref,1,1
rötling,Rötling,2,gnd:1275747043; gnd:4194262-0,gnd:1275747043:alt; gnd:4194262-0:pref,1,1
rückenmarkslähmung,Rückenmarkslähmung,2,gnd:4077650-5; gnd:4508286-8,gnd:4077650-5:alt; gnd:4508286-8:alt,0,2
rücktrittsrecht,Rücktrittsrecht,2,gnd:4136087-4; gnd:4178654-3,gnd:4136087-4:alt; gnd:4178654-3:alt,0,2
rüstungsgut,Rüstungsgut,2,gnd:4139582-7; gnd:4510857-2,gnd:4139582-7:alt; gnd:4510857-2:alt,0,2
s,s,2,gnd:1188905376; gnd:4178786-9,gnd:1188905376:alt; gnd:4178786-9:pref,1,1
saal,Saal,2,gnd:4160389-8; gnd:4178788-2,gnd:4160389-8:alt; gnd:4178788-2:pref,1,1
saami,Saami,2,gnd:4074020-1; gnd:4099058-8,gnd:4074020-1:alt; gnd:4099058-8:alt,0,2
sabar,Sabar,2,gnd:4234115-2; gnd:7623774-6,gnd:4234115-2:alt; gnd:7623774-6:pref,1,1
sabier,Sabier,2,gnd:4152015-4; gnd:4752881-3,gnd:4152015-4:alt; gnd:4752881-3:alt,0,2
sabäisch,Sabäisch,2,gnd:4037293-5; gnd:4178802-3,gnd:4037293-5:alt; gnd:4178802-3:pref,1,1
sag,SAG,2,gnd:4456799-6; gnd:4818932-7,gnd:4456799-6:alt; gnd:4818932-7:alt,0,2
sagen,sagen,2,gnd:4051288-5; gnd:4467194-5,gnd:4051288-5:alt; gnd:4467194-5:pref,1,1
saka,Saka,2,gnd:4118280-7; gnd:7688951-8,gnd:4118280-7:alt; gnd:7688951-8:alt,0,2
salako,Salako,2,gnd:1308374186; gnd:4819075-5,gnd:1308374186:alt; gnd:4819075-5:alt,0,2
salar,Salar,2,gnd:4217784-4; gnd:4701004-6,gnd:4217784-4:alt; gnd:4701004-6:pref,1,1
"salbuch,urbar","Salbuch,Urbar",2,gnd:4062112-1; gnd:4126277-3,gnd:4062112-1:alt; gnd:4126277-3:alt,0,2
"sama,sprache","Sama,Sprache",2,gnd:4335453-1; gnd:7549101-1,gnd:4335453-1:alt; gnd:7549101-1:alt,0,2
"sama,volk","Sama,Volk",2,gnd:4684669-4; gnd:7545262-5,gnd:4684669-4:alt; gnd:7545262-5:alt,0,2
sans-papiers,Sans-Papiers,2,gnd:4288466-4; gnd:4314295-3,gnd:4288466-4:alt; gnd:4314295-3:alt,0,2
sanʿānī-arabisch,Sanʿānī-Arabisch,2,gnd:4329049-8; gnd:7572463-7,gnd:4329049-8:alt; gnd:7572463-7:alt,0,2
sap netweaver business warehouse 7.3,SAP NetWeaver Business Warehouse 7.3,2,gnd:1057986232; gnd:7841679-6,gnd:1057986232:alt; gnd:7841679-6:alt,0,2
sapotagewächse,Sapotagewächse,2,gnd:4179098-4; gnd:4179102-2,gnd:4179098-4:alt; gnd:4179102-2:alt,0,2
sapphirin,Sapphirin,2,gnd:4179097-2; gnd:4395962-3,gnd:4179097-2:alt; gnd:4395962-3:pref,1,1
sar,Sar,2,gnd:4234115-2; gnd:7504513-8,gnd:4234115-2:alt; gnd:7504513-8:alt,0,2
sara,Sara,2,gnd:4820735-4; gnd:7675130-2,gnd:4820735-4:alt; gnd:7675130-2:alt,0,2
"sara,sprache","Sara,Sprache",2,gnd:4784996-4; gnd:4809608-8,gnd:4784996-4:alt; gnd:4809608-8:alt,0,2
sarwa,Sarwa,2,gnd:4009193-4; gnd:4785072-3,gnd:4009193-4:alt; gnd:4785072-3:pref,1,1
sax,Sax,2,gnd:1048168247; gnd:4179250-6,gnd:1048168247:pref; gnd:4179250-6:alt,1,1
saxiglossum,Saxiglossum,2,gnd:1044610913; gnd:4548540-9,gnd:1044610913:alt; gnd:4548540-9:alt,0,2
scanning acoustic microscope,Scanning acoustic microscope,2,gnd:4253357-0; gnd:4345856-7,gnd:4253357-0:alt; gnd:4345856-7:alt,0,2
scc,SCC,2,gnd:4420768-2; gnd:4621624-8,gnd:4420768-2:pref; gnd:4621624-8:alt,1,1
sce,SCE,2,gnd:4198731-7; gnd:4787550-1,gnd:4198731-7:alt; gnd:4787550-1:alt,0,2
"schach,computer","Schach,Computer",2,gnd:4010456-4; gnd:4179278-6,gnd:4010456-4:alt; gnd:4179278-6:alt,0,2
schalauer,Schalauer,2,gnd:4314458-5; gnd:4552625-4,gnd:4314458-5:alt; gnd:4552625-4:alt,0,2
schaltkreis,Schaltkreis,2,gnd:4027242-4; gnd:4131023-8,gnd:4027242-4:alt; gnd:4131023-8:alt,0,2
schichtenlehre,Schichtenlehre,2,gnd:1076381510; gnd:4179517-9,gnd:1076381510:alt; gnd:4179517-9:pref,1,1
schiedsklausel,Schiedsklausel,2,gnd:4179533-7; gnd:4179538-6,gnd:4179533-7:alt; gnd:4179538-6:pref,1,1
schiffsbestattung,Schiffsbestattung,2,gnd:4146291-9; gnd:4362239-2,gnd:4146291-9:alt; gnd:4362239-2:alt,0,2
schill,Schill,2,gnd:4129580-8; gnd:4580789-9,gnd:4129580-8:alt; gnd:4580789-9:pref,1,1
schlacht an der hückelsmay,Schlacht an der Hückelsmay,2,gnd:4825669-9; gnd:7601330-3,gnd:4825669-9:alt; gnd:7601330-3:alt,0,2
schlacht um singapur,Schlacht um Singapur,2,gnd:1336589876; gnd:4197417-7,gnd:1336589876:pref; gnd:4197417-7:alt,1,1
schlacht von krinkelt und rocherath,Schlacht von Krinkelt und Rocherath,2,gnd:4471804-4; gnd:4471805-6,gnd:4471804-4:alt; gnd:4471805-6:alt,0,2
schlagwerk,Schlagwerk,2,gnd:1181243343; gnd:4206009-6,gnd:1181243343:alt; gnd:4206009-6:pref,1,1
schlöch,Schlöch,2,gnd:4052457-7; gnd:4052779-7,gnd:4052457-7:alt; gnd:4052779-7:alt,0,2
schmerzlinderung,Schmerzlinderung,2,gnd:4001847-7; gnd:4179795-4,gnd:4001847-7:alt; gnd:4179795-4:pref,1,1
schnaken,Schnaken,2,gnd:4179831-4; gnd:4182994-3,gnd:4179831-4:pref; gnd:4182994-3:alt,1,1
schneefloh,Schneefloh,2,gnd:7750246-2; gnd:7784504-3,gnd:7750246-2:pref; gnd:7784504-3:alt,1,1
schneidmühle,Schneidmühle,2,gnd:4369423-8; gnd:4523588-0,gnd:4369423-8:alt; gnd:4523588-0:pref,1,1
schriftstellervereinigung,Schriftstellervereinigung,2,gnd:4180008-4; gnd:4233535-8,gnd:4180008-4:alt; gnd:4233535-8:alt,0,2
schub,Schub,2,gnd:1175585505; gnd:4188738-4,gnd:1175585505:alt; gnd:4188738-4:pref,1,1
schuhfertiger,Schuhfertiger,2,gnd:4180080-1; gnd:4512707-4,gnd:4180080-1:alt; gnd:4512707-4:pref,1,1
schuljahr 5-13,Schuljahr 5-13,2,gnd:4022648-7; gnd:4077347-4,gnd:4022648-7:alt; gnd:4077347-4:alt,0,2
schwanenblume,Schwanenblume,2,gnd:133335245X; gnd:1339853973,gnd:133335245X:pref; gnd:1339853973:pref,2,0
schwerter,Schwerter,2,gnd:4053972-6; gnd:4201298-3,gnd:4053972-6:alt; gnd:4201298-3:alt,0,2
schülerlexikon,Schülerlexikon,2,gnd:4162845-7; gnd:4163843-8,gnd:4162845-7:alt; gnd:4163843-8:alt,0,2
scn,ScN,2,gnd:1223488942; gnd:4299475-5,gnd:1223488942:alt; gnd:4299475-5:alt,0,2
sco,SCO,2,gnd:4323595-5; gnd:7601441-1,gnd:4323595-5:alt; gnd:7601441-1:alt,0,2
scp,SCP,2,gnd:4207909-3; gnd:4227548-9,gnd:4207909-3:pref; gnd:4227548-9:alt,1,1
scraper,Scraper,2,gnd:4180065-5; gnd:4796298-7,gnd:4180065-5:alt; gnd:4796298-7:alt,0,2
seam,SEAM,2,gnd:4388033-2; gnd:4498662-2,gnd:4388033-2:alt; gnd:4498662-2:alt,0,2
sebkha,Sebkha,2,gnd:4132862-0; gnd:4274492-1,gnd:4132862-0:alt; gnd:4274492-1:alt,0,2
second opinion,Second Opinion,2,gnd:1123836477; gnd:4307376-1,gnd:1123836477:alt; gnd:4307376-1:alt,0,2
seelbuch,Seelbuch,2,gnd:4130790-2; gnd:4352777-2,gnd:4130790-2:alt; gnd:4352777-2:pref,1,1
seelsorgelehre,Seelsorgelehre,2,gnd:4075925-8; gnd:4203806-6,gnd:4075925-8:alt; gnd:4203806-6:alt,0,2
"seeräuberei,motiv","Seeräuberei,Motiv",2,gnd:1195539746; gnd:4245700-2,gnd:1195539746:alt; gnd:4245700-2:alt,0,2
selako,Selako,2,gnd:1308374186; gnd:4819075-5,gnd:1308374186:alt; gnd:4819075-5:alt,0,2
selbstkommunikation,Selbstkommunikation,2,gnd:4162181-5; gnd:4180833-2,gnd:4162181-5:alt; gnd:4180833-2:alt,0,2
senfkohl,Senfkohl,2,gnd:4180345-0; gnd:4502267-7,gnd:4180345-0:alt; gnd:4502267-7:alt,0,2
seniorenverein,Seniorenverein,2,gnd:4142031-7; gnd:4672891-0,gnd:4142031-7:alt; gnd:4672891-0:alt,0,2
sep,SEP,2,gnd:4197034-2; gnd:4211855-4,gnd:4197034-2:alt; gnd:4211855-4:alt,0,2
set,SET,2,gnd:4284966-4; gnd:4349731-7,gnd:4284966-4:alt; gnd:4349731-7:alt,0,2
setosphaeria turcica,Setosphaeria turcica,2,gnd:4498576-9; gnd:4513466-2,gnd:4498576-9:pref; gnd:4513466-2:alt,1,1
setswapong,Setswapong,2,gnd:1209776073; gnd:4723909-8,gnd:1209776073:alt; gnd:4723909-8:alt,0,2
sexualkunde,Sexualkunde,2,gnd:4054679-2; gnd:7504133-9,gnd:4054679-2:alt; gnd:7504133-9:pref,1,1
sexualunterricht,Sexualunterricht,2,gnd:4054679-2; gnd:7504133-9,gnd:4054679-2:alt; gnd:7504133-9:alt,0,2
sfe,SFE,2,gnd:4124778-4; gnd:4998311-8,gnd:4124778-4:alt; gnd:4998311-8:alt,0,2
shabari,Shabari,2,gnd:4234115-2; gnd:4376393-5,gnd:4234115-2:alt; gnd:4376393-5:alt,0,2
shan,Shan,2,gnd:4105799-5; gnd:4719967-2,gnd:4105799-5:alt; gnd:4719967-2:alt,0,2
sharanawa,Sharanawa,2,gnd:7565369-2; gnd:7600374-7,gnd:7565369-2:alt; gnd:7600374-7:alt,0,2
shen,shen,2,gnd:1162072210; gnd:7539637-3,gnd:1162072210:pref; gnd:7539637-3:pref,2,0
shop to date 6,Shop to date 6,2,gnd:7685722-0; gnd:7733719-0,gnd:7685722-0:alt; gnd:7733719-0:alt,0,2
shoshone,Shoshone,2,gnd:1284491366; gnd:4248318-9,gnd:1284491366:alt; gnd:4248318-9:pref,1,1
si,si,2,gnd:4483509-7; gnd:4484859-6,gnd:4483509-7:alt; gnd:4484859-6:pref,1,1
sie,Sie,2,gnd:4458990-6; gnd:4534487-5,gnd:4458990-6:alt; gnd:4534487-5:pref,1,1
signum,Signum,2,gnd:4067439-3; gnd:4121006-2,gnd:4067439-3:alt; gnd:4121006-2:alt,0,2
silberkraut,Silberkraut,2,gnd:1189372207; gnd:4615560-0,gnd:1189372207:alt; gnd:4615560-0:alt,0,2
silene,Silene,2,gnd:4167248-3; gnd:4315581-9,gnd:4167248-3:alt; gnd:4315581-9:alt,0,2
silk screen,Silk Screen,2,gnd:7646580-9; gnd:7646763-6,gnd:7646580-9:alt; gnd:7646763-6:alt,0,2
sims,SIMS,2,gnd:4077346-2; gnd:4130016-6,gnd:4077346-2:alt; gnd:4130016-6:alt,0,2
simultaneingriff,Simultaneingriff,2,gnd:4509477-9; gnd:4530088-4,gnd:4509477-9:alt; gnd:4530088-4:alt,0,2
sirt,SIRT,2,gnd:7626011-2; gnd:7864106-8,gnd:7626011-2:pref; gnd:7864106-8:alt,1,1
sit,SIT,2,gnd:4133327-5; gnd:4252777-6,gnd:4133327-5:alt; gnd:4252777-6:alt,0,2
sitzball,Sitzball,2,gnd:4395372-4; gnd:7784016-1,gnd:4395372-4:alt; gnd:7784016-1:pref,1,1
skalengesetz,Skalengesetz,2,gnd:4205012-1; gnd:4286650-9,gnd:4205012-1:alt; gnd:4286650-9:alt,0,2
skitswish,Skitswish,2,gnd:4481508-6; gnd:7654760-7,gnd:4481508-6:alt; gnd:7654760-7:alt,0,2
skn,skn,2,gnd:1162072601; gnd:1358908427,gnd:1162072601:pref; gnd:1358908427:pref,2,0
sl,SL,2,gnd:1204386196; gnd:7654708-5,gnd:1204386196:alt; gnd:7654708-5:alt,0,2
smr,smr,2,gnd:1162072644; gnd:1332111971,gnd:1162072644:pref; gnd:1332111971:alt,1,1
snom,SNOM,2,gnd:4338630-1; gnd:4380320-9,gnd:4338630-1:alt; gnd:4380320-9:alt,0,2
soba,Soba,2,gnd:1205162690; gnd:7850877-0,gnd:1205162690:alt; gnd:7850877-0:alt,0,2
sobiai,Sobiai,2,gnd:4152015-4; gnd:4752881-3,gnd:4152015-4:alt; gnd:4752881-3:alt,0,2
soc,SOC,2,gnd:4351499-6; gnd:4740357-3,gnd:4351499-6:alt; gnd:4740357-3:alt,0,2
sod,sod,2,gnd:4184118-9; gnd:4382043-8,gnd:4184118-9:alt; gnd:4382043-8:alt,0,2
sofortiger vollzug,Sofortiger Vollzug,2,gnd:4210274-1; gnd:4210275-3,gnd:4210274-1:alt; gnd:4210275-3:alt,0,2
som,SOM,2,gnd:4305302-6; gnd:4672460-6,gnd:4305302-6:alt; gnd:4672460-6:pref,1,1
soma,Soma,2,gnd:4302092-6; gnd:4507997-3,gnd:4302092-6:pref; gnd:4507997-3:alt,1,1
somalier,Somalier,2,gnd:4055475-2; gnd:7514530-3,gnd:4055475-2:alt; gnd:7514530-3:pref,1,1
somatisierungsstörung,Somatisierungsstörung,2,gnd:4131689-7; gnd:4237448-0,gnd:4131689-7:alt; gnd:4237448-0:alt,0,2
sonderzulage,Sonderzulage,2,gnd:4158087-4; gnd:4191128-3,gnd:4158087-4:alt; gnd:4191128-3:alt,0,2
sopraninoblockflöte,Sopraninoblockflöte,2,gnd:1308997299; gnd:7744557-0,gnd:1308997299:pref; gnd:7744557-0:pref,2,0
soso,Soso,2,gnd:1142261492; gnd:4120347-1,gnd:1142261492:alt; gnd:4120347-1:alt,0,2
sound art,Sound art,2,gnd:4364747-9; gnd:4430771-8,gnd:4364747-9:alt; gnd:4430771-8:alt,0,2
sousou,Sousou,2,gnd:1142261492; gnd:4120347-1,gnd:1142261492:alt; gnd:4120347-1:alt,0,2
soussou,Soussou,2,gnd:1142261492; gnd:4120347-1,gnd:1142261492:alt; gnd:4120347-1:alt,0,2
sowrashtra,Sowrashtra,2,gnd:1140651994; gnd:4246577-1,gnd:1140651994:alt; gnd:4246577-1:alt,0,2
soziale beeinflussung,Soziale Beeinflussung,2,gnd:4005203-5; gnd:7503011-1,gnd:4005203-5:alt; gnd:7503011-1:pref,1,1
soziale benachteiligung,Soziale Benachteiligung,2,gnd:4187060-8; gnd:4274816-1,gnd:4187060-8:alt; gnd:4274816-1:alt,0,2
spalte,Spalte,2,gnd:4182030-7; gnd:4259684-1,gnd:4182030-7:alt; gnd:4259684-1:alt,0,2
speisenzubereitung,Speisenzubereitung,2,gnd:4031445-5; gnd:4272526-4,gnd:4031445-5:alt; gnd:4272526-4:alt,0,2
sphaeriidae,Sphaeriidae,2,gnd:4208224-9; gnd:7840811-8,gnd:4208224-9:alt; gnd:7840811-8:alt,0,2
sphinctozoa,Sphinctozoa,2,gnd:4277447-0; gnd:4424813-1,gnd:4277447-0:alt; gnd:4424813-1:pref,1,1
spinnenfliegen,Spinnenfliegen,2,gnd:1176530364; gnd:7549478-4,gnd:1176530364:alt; gnd:7549478-4:alt,0,2
spinosad,Spinosad,2,gnd:4827361-2; gnd:7537801-2,gnd:4827361-2:pref; gnd:7537801-2:alt,1,1
spinrotationsmethode,Spinrotationsmethode,2,gnd:4312566-9; gnd:4312568-2,gnd:4312566-9:alt; gnd:4312568-2:alt,0,2
spl,SPL,2,gnd:4184193-1; gnd:4184281-9,gnd:4184193-1:alt; gnd:4184281-9:alt,0,2
spm,SPM,2,gnd:4330328-6; gnd:4529201-2,gnd:4330328-6:alt; gnd:4529201-2:alt,0,2
spontanremission,Spontanremission,2,gnd:4180836-8; gnd:4291269-6,gnd:4180836-8:alt; gnd:4291269-6:alt,0,2
sportbootführerschein,Sportbootführerschein,2,gnd:4219941-4; gnd:7592584-9,gnd:4219941-4:alt; gnd:7592584-9:pref,1,1
spr,spr,2,gnd:1162067330; gnd:1162072679,gnd:1162067330:pref; gnd:1162072679:pref,2,0
spätimpressionismus,Spätimpressionismus,2,gnd:4220630-3; gnd:7503528-5,gnd:4220630-3:alt; gnd:7503528-5:pref,1,1
sr,SR,2,gnd:1239698224; gnd:4177647-1,gnd:1239698224:alt; gnd:4177647-1:alt,0,2
"sri lanka,indigenes volk","Sri Lanka,Indigenes Volk",2,gnd:4361178-3; gnd:4494646-6,gnd:4361178-3:alt; gnd:4494646-6:alt,0,2
ssc,SSC,2,gnd:1117716074; gnd:4181673-0,gnd:1117716074:alt; gnd:4181673-0:alt,0,2
ssl,SSL,2,gnd:4181038-7; gnd:4697588-3,gnd:4181038-7:alt; gnd:4697588-3:pref,1,1
ssr,SSR,2,gnd:4124117-4; gnd:4207119-7,gnd:4124117-4:alt; gnd:4207119-7:alt,0,2
"staat,kirche","Staat,Kirche",2,gnd:4056656-0; gnd:4163938-8,gnd:4056656-0:alt; gnd:4163938-8:alt,0,2
"staatsnotstand,staatsrecht","Staatsnotstand,Staatsrecht",2,gnd:4128998-5; gnd:4128999-7,gnd:4128998-5:alt; gnd:4128999-7:alt,0,2
stahlverbundkonstruktion,Stahlverbundkonstruktion,2,gnd:106829437X; gnd:7506463-7,gnd:106829437X:alt; gnd:7506463-7:pref,1,1
standortmarketing,Standortmarketing,2,gnd:4322381-3; gnd:4388526-3,gnd:4322381-3:alt; gnd:4388526-3:alt,0,2
stationärer punkt,Stationärer Punkt,2,gnd:4140059-8; gnd:4207169-0,gnd:4140059-8:alt; gnd:4207169-0:alt,0,2
steinröschen,Steinröschen,2,gnd:1032971851; gnd:1044166088,gnd:1032971851:alt; gnd:1044166088:alt,0,2
steinsetzung,Steinsetzung,2,gnd:4140068-9; gnd:4165799-8,gnd:4140068-9:alt; gnd:4165799-8:alt,0,2
sternhyazinthe,Sternhyazinthe,2,gnd:1302601636; gnd:4278853-5,gnd:1302601636:alt; gnd:4278853-5:pref,1,1
sticker,Sticker,2,gnd:1168828600; gnd:4120942-4,gnd:1168828600:pref; gnd:4120942-4:alt,1,1
stinksalat,Stinksalat,2,gnd:4353193-3; gnd:7761745-9,gnd:4353193-3:alt; gnd:7761745-9:alt,0,2
stm,STM,2,gnd:4252995-5; gnd:4263850-1,gnd:4252995-5:alt; gnd:4263850-1:alt,0,2
stoney,Stoney,2,gnd:1283669005; gnd:4447238-9,gnd:1283669005:alt; gnd:4447238-9:alt,0,2
str,str,2,gnd:1162072695; gnd:4124117-4,gnd:1162072695:pref; gnd:4124117-4:alt,1,1
strafrechtliche verantwortlichkeit,Strafrechtliche Verantwortlichkeit,2,gnd:4053460-1; gnd:4131795-6,gnd:4053460-1:alt; gnd:4131795-6:alt,0,2
strahltechnik,Strahltechnik,2,gnd:4183503-7; gnd:4431367-6,gnd:4183503-7:alt; gnd:4431367-6:alt,0,2
strahlungsfeld,Strahlungsfeld,2,gnd:4057849-5; gnd:4183533-5,gnd:4057849-5:alt; gnd:4183533-5:pref,1,1
straight bond,Straight bond,2,gnd:4002107-5; gnd:4180132-5,gnd:4002107-5:alt; gnd:4180132-5:alt,0,2
streetdance,Streetdance,2,gnd:1234925664; gnd:4434550-1,gnd:1234925664:pref; gnd:4434550-1:alt,1,1
streifen,Streifen,2,gnd:1078657025; gnd:4394728-1,gnd:1078657025:alt; gnd:4394728-1:alt,0,2
streptomyces,Streptomyces,2,gnd:1237925754; gnd:4183668-6,gnd:1237925754:alt; gnd:4183668-6:pref,1,1
streubombe,Streubombe,2,gnd:7567672-2; gnd:7575173-2,gnd:7567672-2:pref; gnd:7575173-2:alt,1,1
